# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
6108at7742	Missing
6126at7742	Missing
6253at7742	Complete	CM021442.1	22526034	22580245	+	791.7	972	https://www.orthodb.org/v10?query=6253at7742	Replication timing regulatory factor 1
6305at7742	Complete	CM021467.1	6078931	6135491	+	3859.7	2344	https://www.orthodb.org/v10?query=6305at7742	Ubiquitin protein ligase E3 component n-recognin 5
6701at7742	Fragmented	CM021463.1	360753	379456	-	1098.3	772	https://www.orthodb.org/v10?query=6701at7742	neuroblastoma-amplified sequence
7000at7742	Complete	CM021491.1	8785428	8875566	-	2190.7	1680	https://www.orthodb.org/v10?query=7000at7742	brefeldin A-inhibited guanine nucleotide-exchange protein 3
7262at7742	Complete	CM021505.1	1031841	1133986	-	1371.3	2190	https://www.orthodb.org/v10?query=7262at7742	von Willebrand factor
7732at7742	Complete	CM021446.1	6057583	6096792	-	1178.3	1321	https://www.orthodb.org/v10?query=7732at7742	Zinc finger FYVE-type containing 26
7768at7742	Complete	CM021454.1	1224060	1289135	-	1608.5	1428	https://www.orthodb.org/v10?query=7768at7742	calcineurin-binding protein cabin-1 isoform X1
8258at7742	Missing
8409at7742	Complete	CM021446.1	1150471	1181150	+	1544.6	1388	https://www.orthodb.org/v10?query=8409at7742	WD repeat-containing protein 81
8503at7742	Missing
8757at7742	Complete	CM021442.1	17493666	17543181	-	1894.8	1411	https://www.orthodb.org/v10?query=8757at7742	Phosphoinositide kinase, FYVE-type zinc finger containing
8766at7742	Fragmented	CM021460.1	6512618	6583548	+	586.4	722	https://www.orthodb.org/v10?query=8766at7742	rotatin
8874at7742	Complete	CM021469.1	6495685	6529239	-	1821.1	1573	https://www.orthodb.org/v10?query=8874at7742	HEAT repeat-containing protein 1
8995at7742	Complete	CM021444.1	24483210	24537757	-	1028.2	1226	https://www.orthodb.org/v10?query=8995at7742	nucleolar pre-ribosomal-associated protein 1
9110at7742	Complete	CM021471.1	6737657	6777745	-	1862.0	1619	https://www.orthodb.org/v10?query=9110at7742	anaphase-promoting complex subunit 1
9484at7742	Complete	CM021446.1	4112943	4126116	+	1117.0	1183	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9579at7742	Fragmented	CM021502.1	3175303	3188079	+	226.4	324	https://www.orthodb.org/v10?query=9579at7742	Upstream transcription factor family member 3
9683at7742	Fragmented	JAAIYE010000730.1	88528	131405	-	523.3	537	https://www.orthodb.org/v10?query=9683at7742	protein KIAA0100 homolog isoform X1
9744at7742	Complete	CM021447.1	12729584	12761108	-	2086.0	1696	https://www.orthodb.org/v10?query=9744at7742	Nucleoporin 205
10003at7742	Complete	CM021483.1	1558182	1592901	-	2454.7	1759	https://www.orthodb.org/v10?query=10003at7742	integrator complex subunit 1
10136at7742	Missing
10163at7742	Missing
10485at7742	Missing
10757at7742	Complete	CM021476.1	3580203	3666223	-	1417.5	1532	https://www.orthodb.org/v10?query=10757at7742	plexin-D1
10899at7742	Missing
11104at7742	Complete	CM021456.1	14539215	14562700	+	1941.5	1541	https://www.orthodb.org/v10?query=11104at7742	NACHT and WD repeat domain-containing protein 2
11195at7742	Complete	CM021442.1	9517640	9567457	-	1444.1	1030	https://www.orthodb.org/v10?query=11195at7742	von Willebrand factor A domain-containing protein 8
11237at7742	Missing
11472at7742	Complete	CM021473.1	6946392	6964002	-	1936.4	1179	https://www.orthodb.org/v10?query=11472at7742	endoribonuclease Dicer
11505at7742	Complete	CM021443.1	7492254	7561135	+	1442.8	1187	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11550at7742	Complete	CM021485.1	138369	239009	+	1187.6	1204	https://www.orthodb.org/v10?query=11550at7742	centrosomal protein 192 
11696at7742	Complete	CM021443.1	2062426	2109769	-	2603.3	1501	https://www.orthodb.org/v10?query=11696at7742	Intraflagellar transport 172
11895at7742	Complete	CM021469.1	8733166	8785273	-	1427.6	1514	https://www.orthodb.org/v10?query=11895at7742	kinetochore-associated protein 1
12004at7742	Fragmented	CM021474.1	5387472	5446134	-	1383.2	856	https://www.orthodb.org/v10?query=12004at7742	E3 ubiquitin-protein ligase UBR3
12300at7742	Missing
12491at7742	Fragmented	CM021498.1	3298490	3340278	-	869.7	513	https://www.orthodb.org/v10?query=12491at7742	Helicase with zinc finger
12613at7742	Complete	CM021507.1	5262142	5383587	-	1662.4	1184	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12616at7742	Complete	CM021450.1	15867948	15945899	-	4474.5	5324	https://www.orthodb.org/v10?query=12616at7742	nebulin-related-anchoring protein
12659at7742	Complete	CM021449.1	2488651	2553927	+	2161.3	1380	https://www.orthodb.org/v10?query=12659at7742	B-TFIID TATA-box binding protein associated factor 1
13296at7742	Fragmented	CM021491.1	2812954	2846014	+	640.1	569	https://www.orthodb.org/v10?query=13296at7742	E3 ubiquitin-protein ligase listerin
13480at7742	Fragmented	CM021442.1	7319226	7354933	+	417.9	708	https://www.orthodb.org/v10?query=13480at7742	Cilia and flagella associated protein 65
13670at7742	Complete	CM021499.1	5499287	5555746	+	1403.9	1383	https://www.orthodb.org/v10?query=13670at7742	nucleoporin NUP188 homolog
13881at7742	Complete	JAAIYE010000959.1	52380	170549	+	1257.1	836	https://www.orthodb.org/v10?query=13881at7742	DNA-directed RNA polymerase I subunit RPA1
13963at7742	Complete	CM021473.1	5914541	5971682	-	1166.4	878	https://www.orthodb.org/v10?query=13963at7742	Fanconi anemia group M protein
13987at7742	Missing
14102at7742	Fragmented	CM021463.1	10818942	10844623	-	604.5	991	https://www.orthodb.org/v10?query=14102at7742	Laminin subunit alpha 4
14442at7742	Complete	CM021448.1	11527494	11583357	+	1659.1	1090	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14788at7742	Missing
15083at7742	Missing
15257at7742	Complete	CM021442.1	24968407	24992083	-	790.0	1715	https://www.orthodb.org/v10?query=15257at7742	golgin A4 
15408at7742	Complete	CM021441.1	8519164	8591030	+	1555.8	1262	https://www.orthodb.org/v10?query=15408at7742	proteasome-associated protein ECM29 homolog
15604at7742	Complete	JAAIYE010000683.1	724653	798325	+	2070.7	1237	https://www.orthodb.org/v10?query=15604at7742	Transcription initiation factor TFIID subunit
15611at7742	Complete	CM021441.1	14601766	14671626	-	810.9	1253	https://www.orthodb.org/v10?query=15611at7742	tumor suppressor p53-binding protein 1
15711at7742	Complete	CM021441.1	22925061	22959811	+	646.1	1167	https://www.orthodb.org/v10?query=15711at7742	uncharacterized protein KIAA2026 homolog
16061at7742	Complete	CM021481.1	9530286	9610911	-	1719.4	1019	https://www.orthodb.org/v10?query=16061at7742	Zinc finger SWIM-type containing 8
16096at7742	Missing
16236at7742	Complete	CM021483.1	4087089	4121773	-	1463.7	1279	https://www.orthodb.org/v10?query=16236at7742	general transcription factor 3C polypeptide 1
16347at7742	Complete	CM021455.1	2276708	2349837	+	938.2	892	https://www.orthodb.org/v10?query=16347at7742	Minichromosome maintenance complex component 3 associated protein
16405at7742	Complete	CM021500.1	7756175	7810134	-	1597.7	1084	https://www.orthodb.org/v10?query=16405at7742	Mitogen-activated protein kinase kinase kinase 4
16601at7742	Complete	CM021481.1	3946185	3970622	+	1007.9	1191	https://www.orthodb.org/v10?query=16601at7742	methylcytosine dioxygenase TET2
16779at7742	Complete	CM021491.1	4882642	4968761	-	1588.2	1164	https://www.orthodb.org/v10?query=16779at7742	SNF2 histone linker PHD RING helicase
16923at7742	Complete	CM021454.1	9702766	9751252	-	2379.6	1398	https://www.orthodb.org/v10?query=16923at7742	protein MON2 homolog isoform X1
17577at7742	Complete	CM021445.1	12048280	12092576	-	1246.0	791	https://www.orthodb.org/v10?query=17577at7742	DEP domain-containing protein 5
17657at7742	Missing
17720at7742	Missing
17781at7742	Complete	CM021446.1	1959644	1975269	-	850.9	1336	https://www.orthodb.org/v10?query=17781at7742	Thyroid hormone receptor interactor 11
17789at7742	Missing
17848at7742	Complete	CM021445.1	5014823	5081517	-	869.4	748	https://www.orthodb.org/v10?query=17848at7742	zinc finger protein castor homolog 1
17900at7742	Duplicated	CM021471.1	1615476	1631651	-	1340.5	1228	https://www.orthodb.org/v10?query=17900at7742	rho GTPase-activating protein 5
17900at7742	Duplicated	CM021446.1	9600824	9628783	-	1228.4	1167	https://www.orthodb.org/v10?query=17900at7742	rho GTPase-activating protein 5
18037at7742	Complete	CM021454.1	13970239	13988212	+	1065.9	845	https://www.orthodb.org/v10?query=18037at7742	gamma-tubulin complex component 6
18541at7742	Missing
18946at7742	Fragmented	CM021491.1	6702387	6744432	-	262.0	223	https://www.orthodb.org/v10?query=18946at7742	androglobin
19072at7742	Missing
19085at7742	Missing
19307at7742	Complete	CM021446.1	11815742	11883396	+	1148.8	1039	https://www.orthodb.org/v10?query=19307at7742	Leucine rich repeat containing 9
19351at7742	Complete	CM021450.1	5892560	5914224	-	783.1	1989	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19367at7742	Missing
19730at7742	Complete	CM021467.1	4015140	4070259	+	1954.2	1043	https://www.orthodb.org/v10?query=19730at7742	Mediator complex subunit 23
20246at7742	Complete	CM021489.1	10393666	10434928	+	1028.0	1267	https://www.orthodb.org/v10?query=20246at7742	sperm-associated antigen 17
20356at7742	Complete	CM021460.1	13400300	13431012	-	1728.7	1148	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20518at7742	Complete	CM021473.1	10408133	10442218	-	2117.9	1134	https://www.orthodb.org/v10?query=20518at7742	intron-binding protein aquarius
20951at7742	Fragmented	CM021460.1	13284435	13340098	-	821.4	868	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
21252at7742	Missing
21281at7742	Complete	CM021485.1	7243712	7304469	+	1589.3	1203	https://www.orthodb.org/v10?query=21281at7742	trafficking protein particle complex 8 
21546at7742	Complete	CM021453.1	267299	305548	-	1496.9	1405	https://www.orthodb.org/v10?query=21546at7742	focadhesin
21841at7742	Complete	CM021442.1	15011789	15023183	+	913.3	1111	https://www.orthodb.org/v10?query=21841at7742	collagen alpha-1(XX) chain
21970at7742	Complete	CM021458.1	6181581	6230504	+	1919.5	1157	https://www.orthodb.org/v10?query=21970at7742	WD repeat domain 17
22108at7742	Complete	CM021443.1	9847003	9878756	+	866.9	978	https://www.orthodb.org/v10?query=22108at7742	Gem nuclear organelle associated protein 5
22187at7742	Fragmented	CM021443.1	10712348	10742143	-	919.7	1316	https://www.orthodb.org/v10?query=22187at7742	Human immunodeficiency virus type I enhancer binding protein 1
22275at7742	Complete	CM021501.1	1365768	1378253	+	382.7	354	https://www.orthodb.org/v10?query=22275at7742	PCF11 cleavage and polyadenylation factor subunit
22496at7742	Missing
22554at7742	Missing
22898at7742	Complete	CM021442.1	17226180	17243808	-	1873.0	962	https://www.orthodb.org/v10?query=22898at7742	splicing factor 3B subunit 1 isoform X1
23173at7742	Complete	CM021441.1	13769531	13796612	-	1532.4	1150	https://www.orthodb.org/v10?query=23173at7742	Nucleoporin 155
23457at7742	Complete	CM021467.1	10855977	10882359	-	505.3	1899	https://www.orthodb.org/v10?query=23457at7742	PHD finger protein 3 isoform X1
23496at7742	Complete	CM021473.1	12703232	12810378	-	1771.6	1142	https://www.orthodb.org/v10?query=23496at7742	DNA helicase INO80
23531at7742	Complete	CM021446.1	18882913	18904335	-	1081.9	959	https://www.orthodb.org/v10?query=23531at7742	tectonin beta-propeller repeat-containing protein 2
23568at7742	Fragmented	CM021480.1	967739	983742	-	460.9	602	https://www.orthodb.org/v10?query=23568at7742	tetratricopeptide repeat protein 37
23673at7742	Complete	CM021443.1	23115123	23157087	-	1086.1	848	https://www.orthodb.org/v10?query=23673at7742	condensin-2 complex subunit D3
23675at7742	Complete	CM021507.1	1283836	1413516	-	1446.7	986	https://www.orthodb.org/v10?query=23675at7742	DNA polymerase
23692at7742	Fragmented	JAAIYE010000973.1	24771	49018	+	205.6	195	https://www.orthodb.org/v10?query=23692at7742	cilia- and flagella-associated protein 44
23872at7742	Fragmented	CM021446.1	5051815	5081759	+	1170.2	843	https://www.orthodb.org/v10?query=23872at7742	rab3 GTPase-activating protein non-catalytic subunit
23996at7742	Missing
24404at7742	Complete	CM021486.1	6160954	6206821	-	1380.3	902	https://www.orthodb.org/v10?query=24404at7742	isoleucine--tRNA ligase, cytoplasmic
24468at7742	Missing
24566at7742	Missing
24621at7742	Complete	CM021464.1	2695097	2766464	-	1391.3	1039	https://www.orthodb.org/v10?query=24621at7742	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
24868at7742	Complete	CM021444.1	3248621	3283070	-	1425.9	1363	https://www.orthodb.org/v10?query=24868at7742	adenylate kinase 9
24985at7742	Fragmented	CM021491.1	4657559	4694189	+	207.9	286	https://www.orthodb.org/v10?query=24985at7742	fibronectin type III domain-containing protein 1
25109at7742	Complete	CM021451.1	9350819	9374923	+	548.0	814	https://www.orthodb.org/v10?query=25109at7742	Programmed cell death 11
25377at7742	Fragmented	CM021462.1	13694770	13732202	-	380.2	315	https://www.orthodb.org/v10?query=25377at7742	Fanconi anemia group A protein
25752at7742	Complete	CM021465.1	13333969	13347250	+	2071.6	1039	https://www.orthodb.org/v10?query=25752at7742	splicing factor 3B subunit 3
25839at7742	Missing
26047at7742	Complete	CM021502.1	7456572	7529183	+	1847.9	1067	https://www.orthodb.org/v10?query=26047at7742	coatomer subunit alpha
26210at7742	Complete	CM021457.1	9338463	9378082	+	1100.0	1035	https://www.orthodb.org/v10?query=26210at7742	RNA polymerase II-associated protein 1
26485at7742	Fragmented	JAAIYE010000182.1	1	29287	+	368.3	361	https://www.orthodb.org/v10?query=26485at7742	Condensin complex subunit 1
26536at7742	Fragmented	CM021510.1	595540	663652	-	844.2	532	https://www.orthodb.org/v10?query=26536at7742	tripeptidyl-peptidase 2
26714at7742	Complete	CM021469.1	6602087	6620101	+	1776.7	1068	https://www.orthodb.org/v10?query=26714at7742	Methionine synthase
26808at7742	Missing
26890at7742	Complete	CM021466.1	2660935	2753826	+	1436.0	874	https://www.orthodb.org/v10?query=26890at7742	ubiquitin carboxyl-terminal hydrolase 7
26970at7742	Complete	CM021480.1	3101092	3141301	-	310.2	468	https://www.orthodb.org/v10?query=26970at7742	uncharacterized protein KIAA0825 homolog isoform X1
27280at7742	Missing
27308at7742	Complete	CM021457.1	850111	881574	-	1204.1	969	https://www.orthodb.org/v10?query=27308at7742	eukaryotic translation initiation factor 2-alpha kinase 4
27364at7742	Fragmented	CM021489.1	10930432	10956060	+	1020.4	730	https://www.orthodb.org/v10?query=27364at7742	trafficking protein particle complex subunit 10
27385at7742	Complete	CM021461.1	921233	954715	-	748.7	1047	https://www.orthodb.org/v10?query=27385at7742	nuclear pore complex protein Nup160
27463at7742	Missing
27595at7742	Fragmented	CM021472.1	11635765	11652887	+	371.9	403	https://www.orthodb.org/v10?query=27595at7742	rho GTPase-activating protein 31
27786at7742	Complete	CM021441.1	32538495	32574219	+	694.9	724	https://www.orthodb.org/v10?query=27786at7742	zinc finger protein 592
28267at7742	Complete	CM021465.1	1447990	1478294	-	919.0	943	https://www.orthodb.org/v10?query=28267at7742	enhancer of mRNA-decapping protein 4
28386at7742	Complete	CM021446.1	17006146	17073874	-	816.2	817	https://www.orthodb.org/v10?query=28386at7742	probable methyltransferase TARBP1
28425at7742	Complete	CM021443.1	15392499	15428830	+	1593.6	1004	https://www.orthodb.org/v10?query=28425at7742	leucine--tRNA ligase, cytoplasmic
28500at7742	Duplicated	CM021477.1	11526257	11551873	-	1304.4	784	https://www.orthodb.org/v10?query=28500at7742	protein flightless-1 homolog
28500at7742	Duplicated	CM021483.1	2917765	2947979	-	1430.4	927	https://www.orthodb.org/v10?query=28500at7742	protein flightless-1 homolog
28532at7742	Complete	CM021457.1	1600768	1626516	-	1596.9	995	https://www.orthodb.org/v10?query=28532at7742	putative ATP-dependent RNA helicase DHX57
28693at7742	Missing
28708at7742	Fragmented	CM021474.1	1318670	1329882	-	872.0	542	https://www.orthodb.org/v10?query=28708at7742	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
28859at7742	Complete	CM021443.1	5352853	5377950	+	1847.4	969	https://www.orthodb.org/v10?query=28859at7742	DNA-directed RNA polymerase III subunit RPC2
28954at7742	Missing
29096at7742	Complete	CM021456.1	12524643	12548004	-	1379.6	1150	https://www.orthodb.org/v10?query=29096at7742	DNA repair protein RAD50
29337at7742	Missing
29623at7742	Complete	CM021486.1	2246863	2301552	+	1401.4	1199	https://www.orthodb.org/v10?query=29623at7742	Fanconi anemia group D2 protein
29855at7742	Fragmented	CM021445.1	11586087	11621083	+	752.4	637	https://www.orthodb.org/v10?query=29855at7742	synergin gamma isoform X1
29952at7742	Complete	CM021450.1	5606787	5655473	-	1098.3	970	https://www.orthodb.org/v10?query=29952at7742	nephrocystin-3
29959at7742	Complete	CM021450.1	14613510	14668358	+	800.3	2306	https://www.orthodb.org/v10?query=29959at7742	pro-epidermal growth factor
30224at7742	Missing
30479at7742	Missing
30774at7742	Complete	CM021441.1	32907953	32934538	-	1046.8	1054	https://www.orthodb.org/v10?query=30774at7742	Fanconi anemia group I protein
30973at7742	Complete	CM021477.1	2950749	2981282	-	870.8	744	https://www.orthodb.org/v10?query=30973at7742	KIAA0556
31066at7742	Complete	CM021499.1	3355530	3405741	-	1579.2	983	https://www.orthodb.org/v10?query=31066at7742	manganese-transporting ATPase 13A1
31418at7742	Missing
31574at7742	Complete	CM021463.1	6284169	6320311	-	1591.7	988	https://www.orthodb.org/v10?query=31574at7742	WASH complex subunit strumpellin
31951at7742	Complete	CM021449.1	10117371	10126804	-	648.3	927	https://www.orthodb.org/v10?query=31951at7742	uncharacterized protein KIAA0232 homolog isoform X1
32152at7742	Complete	CM021443.1	6193345	6238330	-	1306.2	794	https://www.orthodb.org/v10?query=32152at7742	DNA damage-binding protein 1
32286at7742	Missing
32307at7742	Missing
32396at7742	Missing
32511at7742	Complete	CM021456.1	13592610	13608115	+	769.9	671	https://www.orthodb.org/v10?query=32511at7742	DNA repair protein REV1
32732at7742	Complete	CM021480.1	4735539	4763380	+	1176.2	852	https://www.orthodb.org/v10?query=32732at7742	SIN3 transcription regulator family member B
32840at7742	Complete	CM021455.1	4313370	4340398	+	1227.0	705	https://www.orthodb.org/v10?query=32840at7742	transcription initiation factor TFIID subunit 2
32983at7742	Complete	CM021446.1	5470672	5524904	-	811.8	1195	https://www.orthodb.org/v10?query=32983at7742	thyroid adenoma-associated protein
33222at7742	Complete	CM021445.1	9218658	9241265	+	679.3	705	https://www.orthodb.org/v10?query=33222at7742	HEAT repeat-containing protein 6
33320at7742	Missing
33364at7742	Fragmented	CM021441.1	22651012	22675774	-	587.5	424	https://www.orthodb.org/v10?query=33364at7742	Histone-lysine N-methyltransferase, H3 lysine-79 specific
33525at7742	Missing
33527at7742	Complete	CM021444.1	7377505	7428820	+	1267.5	1000	https://www.orthodb.org/v10?query=33527at7742	DNA topoisomerase 2-binding protein 1
33771at7742	Complete	CM021449.1	433614	466937	-	830.5	854	https://www.orthodb.org/v10?query=33771at7742	protein FAM193A
33940at7742	Complete	CM021456.1	12704226	12735427	+	1795.4	891	https://www.orthodb.org/v10?query=33940at7742	O-linked N-acetylglucosamine (GlcNAc) transferase
34117at7742	Complete	JAAIYE010000741.1	257338	306356	+	570.3	718	https://www.orthodb.org/v10?query=34117at7742	erythroid differentiation-related factor 1
34233at7742	Missing
34300at7742	Complete	CM021465.1	11972962	11995613	+	1120.0	932	https://www.orthodb.org/v10?query=34300at7742	Spalt like transcription factor 1
34483at7742	Complete	CM021448.1	10205672	10255640	+	1448.2	952	https://www.orthodb.org/v10?query=34483at7742	trafficking protein particle complex subunit 11
34542at7742	Complete	CM021454.1	4647402	4746769	-	1608.8	913	https://www.orthodb.org/v10?query=34542at7742	WASH complex subunit 7
34549at7742	Fragmented	CM021446.1	16651692	16692373	-	237.5	482	https://www.orthodb.org/v10?query=34549at7742	protein TALPID3
35041at7742	Complete	CM021482.1	3846991	3886616	+	1179.9	1192	https://www.orthodb.org/v10?query=35041at7742	cystic fibrosis transmembrane conductance regulator
35211at7742	Missing
35271at7742	Complete	CM021453.1	14763259	14779480	+	672.1	671	https://www.orthodb.org/v10?query=35271at7742	Nucleolar protein 6
35338at7742	Complete	CM021451.1	1107053	1159373	+	1471.4	965	https://www.orthodb.org/v10?query=35338at7742	WD repeat domain 11
35547at7742	Complete	CM021500.1	7602822	7676943	-	1304.4	983	https://www.orthodb.org/v10?query=35547at7742	exportin-4
35830at7742	Complete	CM021446.1	15134466	15147364	+	830.2	734	https://www.orthodb.org/v10?query=35830at7742	cilia- and flagella-associated protein 61
35861at7742	Complete	CM021482.1	3222206	3240251	+	1058.7	922	https://www.orthodb.org/v10?query=35861at7742	cilia- and flagella-associated protein 57
36011at7742	Complete	CM021481.1	7204377	7238059	-	1064.3	865	https://www.orthodb.org/v10?query=36011at7742	Ribosomal RNA processing 12 homolog
36236at7742	Complete	CM021446.1	10152570	10166274	+	590.2	526	https://www.orthodb.org/v10?query=36236at7742	MutL homolog 3
36274at7742	Complete	CM021446.1	5521354	5589673	+	1078.0	916	https://www.orthodb.org/v10?query=36274at7742	pleckstrin homology domain-containing family H member 1
36449at7742	Missing
36575at7742	Complete	CM021446.1	7709883	7731661	+	1152.1	953	https://www.orthodb.org/v10?query=36575at7742	bromodomain adjacent to zinc finger domain protein 1A
36859at7742	Complete	CM021493.1	6682592	6709598	-	1448.9	903	https://www.orthodb.org/v10?query=36859at7742	symplekin
37335at7742	Complete	CM021463.1	5361033	5388857	-	958.3	751	https://www.orthodb.org/v10?query=37335at7742	deubiquitinating protein VCIP135
37552at7742	Complete	CM021490.1	9295723	9333109	+	603.3	1070	https://www.orthodb.org/v10?query=37552at7742	protein transport protein Sec16A isoform X1
37715at7742	Fragmented	JAAIYE010001077.1	1	34224	+	706.9	566	https://www.orthodb.org/v10?query=37715at7742	structural maintenance of chromosomes protein 3
37782at7742	Fragmented	CM021491.1	4968518	5014835	+	687.1	672	https://www.orthodb.org/v10?query=37782at7742	protein broad-minded
37796at7742	Complete	CM021460.1	8342433	8391221	+	1672.7	864	https://www.orthodb.org/v10?query=37796at7742	membrane-bound transcription factor site-1 protease
37904at7742	Complete	CM021467.1	8828035	8852745	+	1391.6	858	https://www.orthodb.org/v10?query=37904at7742	WD repeat-containing protein 35
38426at7742	Complete	CM021486.1	4434838	4465350	+	1503.0	910	https://www.orthodb.org/v10?query=38426at7742	intraflagellar transport 122 
38686at7742	Complete	CM021484.1	3354148	3415098	-	1320.4	882	https://www.orthodb.org/v10?query=38686at7742	cyclin-G-associated kinase
38882at7742	Complete	CM021478.1	8689766	8711345	-	1387.6	981	https://www.orthodb.org/v10?query=38882at7742	Ankyrin repeat and FYVE domain containing 1
39061at7742	Missing
39255at7742	Missing
39294at7742	Fragmented	CM021444.1	766721	791910	-	448.2	459	https://www.orthodb.org/v10?query=39294at7742	Non-SMC condensin II complex subunit G2
39313at7742	Fragmented	CM021464.1	13988417	14003130	+	611.9	400	https://www.orthodb.org/v10?query=39313at7742	Tetratricopeptide repeat domain 17
39393at7742	Complete	CM021483.1	591586	617974	+	1520.3	948	https://www.orthodb.org/v10?query=39393at7742	exportin-6
39465at7742	Fragmented	CM021483.1	1286274	1322272	+	412.6	314	https://www.orthodb.org/v10?query=39465at7742	tubulin-specific chaperone D
39501at7742	Complete	CM021446.1	5091436	5121890	-	1222.7	815	https://www.orthodb.org/v10?query=39501at7742	Isoleucyl-tRNA synthetase 2, mitochondrial
39865at7742	Complete	CM021451.1	5819462	5929164	-	884.4	899	https://www.orthodb.org/v10?query=39865at7742	protein very KIND
40409at7742	Missing
40567at7742	Complete	CM021446.1	14214187	14249734	-	1462.2	874	https://www.orthodb.org/v10?query=40567at7742	DNA-directed RNA polymerase I subunit RPA2
