# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
5422at7742	Complete	LR744031.1	81829974	81963866	+	4154.7	2078	https://www.orthodb.org/v10?query=5422at7742	HECT domain E3 ubiquitin protein ligase 1
5465at7742	Complete	LR744048.1	101251305	101413099	+	2652.3	1864	https://www.orthodb.org/v10?query=5465at7742	sortilin-related receptor
5520at7742	Complete	LR744043.1	60083775	60288227	-	3176.2	2334	https://www.orthodb.org/v10?query=5520at7742	serine-protein kinase ATM
5604at7742	Complete	LR744040.1	121780021	121963936	+	2551.6	2018	https://www.orthodb.org/v10?query=5604at7742	leucine-rich repeat serine/threonine-protein kinase 2
5938at7742	Complete	LR744049.1	42175018	42314347	-	3137.9	2286	https://www.orthodb.org/v10?query=5938at7742	small subunit processome component 20 homolog
5981at7742	Complete	LR744034.1	17773321	17895605	+	3683.8	2026	https://www.orthodb.org/v10?query=5981at7742	dnaJ homolog subfamily C member 13 isoform X1
6108at7742	Complete	LR744030.1	26206366	26359853	-	3295.1	1809	https://www.orthodb.org/v10?query=6108at7742	DNA polymerase epsilon catalytic subunit A
6126at7742	Complete	LR744030.1	169162403	169416851	-	3510.1	1956	https://www.orthodb.org/v10?query=6126at7742	Dopey family member 1
6253at7742	Complete	LR744031.1	262574757	262654813	+	1465.7	1310	https://www.orthodb.org/v10?query=6253at7742	Replication timing regulatory factor 1
6305at7742	Complete	LR744039.1	170987534	171156957	-	4471.5	2271	https://www.orthodb.org/v10?query=6305at7742	Ubiquitin protein ligase E3 component n-recognin 5
6701at7742	Complete	LR744035.1	144075132	144394562	+	2813.8	1872	https://www.orthodb.org/v10?query=6701at7742	neuroblastoma-amplified sequence
7000at7742	Complete	LR744030.1	299704306	299779649	+	2570.0	1482	https://www.orthodb.org/v10?query=7000at7742	brefeldin A-inhibited guanine nucleotide-exchange protein 3
7262at7742	Complete	LR744040.1	117733941	117859605	+	1948.0	1911	https://www.orthodb.org/v10?query=7262at7742	von Willebrand factor
7732at7742	Complete	LR744031.1	116134436	116238273	+	2205.3	1829	https://www.orthodb.org/v10?query=7732at7742	Zinc finger FYVE-type containing 26
7768at7742	Complete	LR744030.1	77269210	77527062	+	2062.1	1206	https://www.orthodb.org/v10?query=7768at7742	calcineurin-binding protein cabin-1 isoform X1
8258at7742	Missing
8409at7742	Complete	LR744041.1	162599680	162628641	+	2072.6	1422	https://www.orthodb.org/v10?query=8409at7742	WD repeat-containing protein 81
8503at7742	Complete	LR744036.1	24873832	24994121	-	2587.5	1832	https://www.orthodb.org/v10?query=8503at7742	Dopey family member 2
8757at7742	Complete	LR744031.1	165788379	165941992	-	2679.6	1559	https://www.orthodb.org/v10?query=8757at7742	Phosphoinositide kinase, FYVE-type zinc finger containing
8766at7742	Complete	LR744039.1	167142708	167353855	+	1575.4	1464	https://www.orthodb.org/v10?query=8766at7742	rotatin
8874at7742	Complete	LR744030.1	284549011	284640194	+	2283.2	1741	https://www.orthodb.org/v10?query=8874at7742	HEAT repeat-containing protein 1
8995at7742	Complete	LR744036.1	30703119	30811704	-	1871.7	1688	https://www.orthodb.org/v10?query=8995at7742	nucleolar pre-ribosomal-associated protein 1
9110at7742	Complete	LR744035.1	30257820	30565044	+	2743.4	1620	https://www.orthodb.org/v10?query=9110at7742	anaphase-promoting complex subunit 1
9484at7742	Complete	LR744056.1	8148985	8330893	+	2964.3	1894	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9579at7742	Complete	LR744043.1	157710963	157717793	-	1506.9	1552	https://www.orthodb.org/v10?query=9579at7742	Upstream transcription factor family member 3
9683at7742	Fragmented	LR744041.1	160441385	160460544	+	505.2	443	https://www.orthodb.org/v10?query=9683at7742	protein KIAA0100 homolog isoform X1
9744at7742	Complete	LR744049.1	80694555	80822175	-	2802.4	1708	https://www.orthodb.org/v10?query=9744at7742	Nucleoporin 205
10003at7742	Complete	LR744044.1	48799539	48926874	+	2842.9	1696	https://www.orthodb.org/v10?query=10003at7742	integrator complex subunit 1
10136at7742	Complete	LR744039.1	184511417	184552050	-	942.6	1025	https://www.orthodb.org/v10?query=10136at7742	zinc finger protein 407
10163at7742	Missing
10485at7742	Complete	LR744033.1	103979682	104060507	+	1657.3	1824	https://www.orthodb.org/v10?query=10485at7742	protein PRRC2C isoform X1
10757at7742	Complete	LR744040.1	94007102	94188420	-	1521.1	1091	https://www.orthodb.org/v10?query=10757at7742	plexin-D1
10899at7742	Missing
11104at7742	Complete	LR744032.1	137134892	137250385	-	2823.7	1494	https://www.orthodb.org/v10?query=11104at7742	NACHT and WD repeat domain-containing protein 2
11195at7742	Complete	LR744036.1	118447839	118932024	+	2701.1	1585	https://www.orthodb.org/v10?query=11195at7742	von Willebrand factor A domain-containing protein 8
11237at7742	Complete	LR744042.1	137083468	137220973	+	2833.6	1588	https://www.orthodb.org/v10?query=11237at7742	Thyroid hormone receptor interactor 12
11472at7742	Complete	LR744031.1	7070680	7176030	+	2779.3	1389	https://www.orthodb.org/v10?query=11472at7742	endoribonuclease Dicer
11505at7742	Complete	LR744044.1	20336707	20425388	-	2146.4	1430	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11550at7742	Complete	LR744039.1	16846281	17050674	+	1491.5	1206	https://www.orthodb.org/v10?query=11550at7742	centrosomal protein 192 
11696at7742	Complete	LR744035.1	120177681	120400007	-	2507.1	1516	https://www.orthodb.org/v10?query=11696at7742	Intraflagellar transport 172
11895at7742	Complete	LR744030.1	43524903	43717744	+	2108.2	1834	https://www.orthodb.org/v10?query=11895at7742	kinetochore-associated protein 1
12004at7742	Complete	LR744031.1	207838198	208302272	+	2450.9	1375	https://www.orthodb.org/v10?query=12004at7742	E3 ubiquitin-protein ligase UBR3
12300at7742	Fragmented	LR744034.1	221152987	221261420	-	802.3	639	https://www.orthodb.org/v10?query=12300at7742	deleted in lung and esophageal cancer protein 1
12491at7742	Complete	LR744047.1	9199336	9409595	-	2298.3	1358	https://www.orthodb.org/v10?query=12491at7742	Helicase with zinc finger
12613at7742	Complete	LR744043.1	156346345	156595211	-	2733.6	1427	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12616at7742	Complete	LR744045.1	26610545	26735726	+	2214.1	1511	https://www.orthodb.org/v10?query=12616at7742	nebulin-related-anchoring protein
12659at7742	Complete	LR744045.1	53668932	53817893	+	2907.1	1575	https://www.orthodb.org/v10?query=12659at7742	B-TFIID TATA-box binding protein associated factor 1
13296at7742	Complete	LR744036.1	86987259	87208798	+	1789.2	1474	https://www.orthodb.org/v10?query=13296at7742	E3 ubiquitin-protein ligase listerin
13480at7742	Complete	LR744031.1	279557046	279686006	-	1048.2	884	https://www.orthodb.org/v10?query=13480at7742	Cilia and flagella associated protein 65
13670at7742	Complete	LR744050.1	56951587	57062145	-	2154.2	1397	https://www.orthodb.org/v10?query=13670at7742	nucleoporin NUP188 homolog
13881at7742	Complete	LR744032.1	35611047	35759291	+	2266.5	1338	https://www.orthodb.org/v10?query=13881at7742	DNA-directed RNA polymerase I subunit RPA1
13963at7742	Complete	LR744031.1	36881961	37055961	+	1165.6	940	https://www.orthodb.org/v10?query=13963at7742	Fanconi anemia group M protein
13987at7742	Complete	LR744031.1	282252375	282291933	-	1939.1	1333	https://www.orthodb.org/v10?query=13987at7742	Zinc finger protein 142
14102at7742	Complete	LR744035.1	91732380	91943014	+	1876.9	1589	https://www.orthodb.org/v10?query=14102at7742	Laminin subunit alpha 4
14442at7742	Complete	LR744051.1	6013833	6244602	+	2835.3	1507	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14788at7742	Complete	LR744047.1	29048449	29180176	+	1842.2	1374	https://www.orthodb.org/v10?query=14788at7742	ATP-binding cassette sub-family A member 5
15083at7742	Complete	LR744039.1	22498723	22609472	-	1310.7	1360	https://www.orthodb.org/v10?query=15083at7742	Ankyrin repeat domain 12
15257at7742	Complete	LR744039.1	146750233	146952869	-	1426.0	2099	https://www.orthodb.org/v10?query=15257at7742	golgin A4 
15408at7742	Complete	LR744037.1	9545869	9624221	+	2291.9	1373	https://www.orthodb.org/v10?query=15408at7742	proteasome-associated protein ECM29 homolog
15604at7742	Complete	LR744046.1	50271856	50444761	-	2955.2	1608	https://www.orthodb.org/v10?query=15604at7742	Transcription initiation factor TFIID subunit
15611at7742	Fragmented	LR744053.1	4843441	4856194	+	564.8	307	https://www.orthodb.org/v10?query=15611at7742	tumor suppressor p53-binding protein 1
15711at7742	Complete	LR744037.1	21365701	21474347	-	1286.5	1335	https://www.orthodb.org/v10?query=15711at7742	uncharacterized protein KIAA2026 homolog
16061at7742	Complete	LR744051.1	1316085	1510586	-	2331.5	1328	https://www.orthodb.org/v10?query=16061at7742	Zinc finger SWIM-type containing 8
16096at7742	Complete	LR744044.1	10600326	10654201	-	711.6	628	https://www.orthodb.org/v10?query=16096at7742	MHC class II transactivator
16236at7742	Complete	LR744044.1	15168345	15249250	-	1690.3	1295	https://www.orthodb.org/v10?query=16236at7742	general transcription factor 3C polypeptide 1
16347at7742	Complete	LR744031.1	129901482	129984369	-	1207.8	1089	https://www.orthodb.org/v10?query=16347at7742	Minichromosome maintenance complex component 3 associated protein
16405at7742	Complete	LR744030.1	178247379	178360697	+	2144.6	1173	https://www.orthodb.org/v10?query=16405at7742	Mitogen-activated protein kinase kinase kinase 4
16601at7742	Complete	LR744037.1	45669000	45753628	-	1427.5	1624	https://www.orthodb.org/v10?query=16601at7742	methylcytosine dioxygenase TET2
16779at7742	Complete	LR744035.1	184249251	184377433	+	2243.9	1284	https://www.orthodb.org/v10?query=16779at7742	SNF2 histone linker PHD RING helicase
16923at7742	Complete	LR744049.1	32711060	32818983	+	2552.5	1418	https://www.orthodb.org/v10?query=16923at7742	protein MON2 homolog isoform X1
17577at7742	Complete	LR744030.1	74760281	75011560	+	2143.5	1196	https://www.orthodb.org/v10?query=17577at7742	DEP domain-containing protein 5
17657at7742	Missing
17720at7742	Complete	LR744038.1	33142953	33233552	-	2072.2	1949	https://www.orthodb.org/v10?query=17720at7742	Ankyrin repeat domain 11
17781at7742	Complete	LR744031.1	19548949	19648107	-	2095.8	1865	https://www.orthodb.org/v10?query=17781at7742	Thyroid hormone receptor interactor 11
17789at7742	Complete	LR744035.1	61944432	61980369	+	967.7	1411	https://www.orthodb.org/v10?query=17789at7742	Caspase 8 associated protein 2
17848at7742	Complete	LR744045.1	139178794	139310282	-	1992.2	1224	https://www.orthodb.org/v10?query=17848at7742	zinc finger protein castor homolog 1
17900at7742	Complete	LR744031.1	81090384	81167970	-	2145.7	1277	https://www.orthodb.org/v10?query=17900at7742	rho GTPase-activating protein 5
18037at7742	Complete	LR744040.1	136762617	136815466	-	1605.8	1140	https://www.orthodb.org/v10?query=18037at7742	gamma-tubulin complex component 6
18541at7742	Complete	LR744041.1	136943210	137012243	+	2699.2	1475	https://www.orthodb.org/v10?query=18541at7742	transcription elongation factor SPT6
18946at7742	Complete	LR744030.1	191072448	191316338	+	558.8	645	https://www.orthodb.org/v10?query=18946at7742	androglobin
19072at7742	Complete	LR744042.1	130353260	130454563	+	1426.5	1300	https://www.orthodb.org/v10?query=19072at7742	SPHK1 interactor, AKAP domain containing
19085at7742	Complete	LR744039.1	183065922	183232955	-	2019.5	1483	https://www.orthodb.org/v10?query=19085at7742	zinc finger protein 236
19307at7742	Complete	LR744031.1	34727860	34977631	-	1326.4	1123	https://www.orthodb.org/v10?query=19307at7742	Leucine rich repeat containing 9
19351at7742	Duplicated	LR744031.1	229807480	229812045	+	867.9	1229	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19351at7742	Duplicated	LR744039.1	46551274	46559058	-	1008.8	1225	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19367at7742	Missing
19730at7742	Complete	LR744035.1	107163724	107284283	-	2236.5	1089	https://www.orthodb.org/v10?query=19730at7742	Mediator complex subunit 23
20246at7742	Complete	LR744036.1	48394061	48690227	-	1322.6	1179	https://www.orthodb.org/v10?query=20246at7742	sperm-associated antigen 17
20356at7742	Complete	LR744034.1	31322081	31425111	-	2222.2	1118	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20518at7742	Complete	LR744031.1	122977218	123089947	+	2100.7	1112	https://www.orthodb.org/v10?query=20518at7742	intron-binding protein aquarius
20951at7742	Complete	LR744039.1	58219672	58341248	+	2039.9	1411	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
21252at7742	Complete	LR744033.1	20232915	20482661	+	1273.1	822	https://www.orthodb.org/v10?query=21252at7742	probable ATP-dependent DNA helicase HFM1
21281at7742	Complete	LR744039.1	9917961	10096907	-	1924.5	1258	https://www.orthodb.org/v10?query=21281at7742	trafficking protein particle complex 8 
21546at7742	Complete	LR744037.1	55178629	55452552	+	2100.6	1522	https://www.orthodb.org/v10?query=21546at7742	focadhesin
21841at7742	Complete	LR744036.1	171357219	171506063	-	881.3	973	https://www.orthodb.org/v10?query=21841at7742	collagen alpha-1(XX) chain
21970at7742	Complete	LR744037.1	177299173	177416327	-	2097.9	1102	https://www.orthodb.org/v10?query=21970at7742	WD repeat domain 17
22108at7742	Fragmented	LR744033.1	232791061	232842465	-	1323.9	799	https://www.orthodb.org/v10?query=22108at7742	Gem nuclear organelle associated protein 5
22187at7742	Complete	LR744034.1	55957767	56059051	+	2178.6	1969	https://www.orthodb.org/v10?query=22187at7742	Human immunodeficiency virus type I enhancer binding protein 1
22275at7742	Complete	LR744043.1	81869708	81919292	+	720.1	880	https://www.orthodb.org/v10?query=22275at7742	PCF11 cleavage and polyadenylation factor subunit
22496at7742	Missing
22554at7742	Complete	LR744033.1	5686386	5793354	+	975.9	603	https://www.orthodb.org/v10?query=22554at7742	Synapse defective Rho GTPase homolog 2
22898at7742	Complete	LR744031.1	174651554	174707777	+	1848.3	1047	https://www.orthodb.org/v10?query=22898at7742	splicing factor 3B subunit 1 isoform X1
23173at7742	Complete	LR744037.1	199400616	199679169	-	1652.3	1094	https://www.orthodb.org/v10?query=23173at7742	Nucleoporin 155
23457at7742	Complete	LR744035.1	188596770	188739359	+	1334.6	1873	https://www.orthodb.org/v10?query=23457at7742	PHD finger protein 3 isoform X1
23496at7742	Complete	LR744031.1	91392661	91652493	-	2084.1	1159	https://www.orthodb.org/v10?query=23496at7742	DNA helicase INO80
23531at7742	Complete	LR744031.1	45731628	45826073	+	1758.1	1057	https://www.orthodb.org/v10?query=23531at7742	tectonin beta-propeller repeat-containing protein 2
23568at7742	Complete	LR744037.1	130056696	130175489	+	1863.5	1308	https://www.orthodb.org/v10?query=23568at7742	tetratricopeptide repeat protein 37
23673at7742	Complete	LR744048.1	83201536	83267450	-	1551.1	1196	https://www.orthodb.org/v10?query=23673at7742	condensin-2 complex subunit D3
23675at7742	Complete	LR744036.1	74552973	74839781	+	1704.4	1026	https://www.orthodb.org/v10?query=23675at7742	DNA polymerase
23692at7742	Complete	LR744036.1	116584296	116911171	+	1492.8	1337	https://www.orthodb.org/v10?query=23692at7742	cilia- and flagella-associated protein 44
23872at7742	Complete	LR744030.1	259602547	259703662	-	1530.9	1044	https://www.orthodb.org/v10?query=23872at7742	rab3 GTPase-activating protein non-catalytic subunit
23996at7742	Complete	LR744036.1	117536916	117624251	-	1396.7	1439	https://www.orthodb.org/v10?query=23996at7742	A-kinase anchor protein 11
24404at7742	Complete	LR744040.1	25066175	25314561	+	1975.4	1113	https://www.orthodb.org/v10?query=24404at7742	isoleucine--tRNA ligase, cytoplasmic
24468at7742	Missing
24566at7742	Complete	LR744040.1	24073241	24141936	-	1356.1	946	https://www.orthodb.org/v10?query=24566at7742	nischarin isoform X1
24621at7742	Complete	LR744038.1	153859381	154000192	-	1960.1	1120	https://www.orthodb.org/v10?query=24621at7742	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
24868at7742	Fragmented	LR744035.1	38550588	38784249	+	931.6	885	https://www.orthodb.org/v10?query=24868at7742	adenylate kinase 9
24985at7742	Fragmented	LR744030.1	221129954	221153519	+	341.8	241	https://www.orthodb.org/v10?query=24985at7742	fibronectin type III domain-containing protein 1
25109at7742	Complete	LR744045.1	2167607	2266627	-	1611.0	1360	https://www.orthodb.org/v10?query=25109at7742	Programmed cell death 11
25377at7742	Complete	LR744038.1	34360128	34450491	-	706.5	625	https://www.orthodb.org/v10?query=25377at7742	Fanconi anemia group A protein
25752at7742	Complete	LR744038.1	86626850	86696798	-	1864.7	996	https://www.orthodb.org/v10?query=25752at7742	splicing factor 3B subunit 3
25839at7742	Complete	LR744030.1	276490438	276510514	+	1804.4	1028	https://www.orthodb.org/v10?query=25839at7742	DNA mismatch repair protein Msh6
26047at7742	Complete	LR744035.1	199169371	199226782	+	1874.4	1035	https://www.orthodb.org/v10?query=26047at7742	coatomer subunit alpha
26210at7742	Complete	LR744031.1	99945110	100082558	+	1152.8	1035	https://www.orthodb.org/v10?query=26210at7742	RNA polymerase II-associated protein 1
26485at7742	Fragmented	LR744045.1	86143310	86162046	-	241.8	210	https://www.orthodb.org/v10?query=26485at7742	Condensin complex subunit 1
26536at7742	Complete	LR744043.1	101498546	101673414	-	1688.4	1035	https://www.orthodb.org/v10?query=26536at7742	tripeptidyl-peptidase 2
26714at7742	Complete	LR744030.1	284837093	284945395	+	1862.7	1069	https://www.orthodb.org/v10?query=26714at7742	Methionine synthase
26808at7742	Complete	LR744053.1	5875721	5923068	-	1564.0	1201	https://www.orthodb.org/v10?query=26808at7742	pseudopodium-enriched atypical kinase 1
26890at7742	Complete	LR744044.1	13365700	13429500	+	1562.2	877	https://www.orthodb.org/v10?query=26890at7742	ubiquitin carboxyl-terminal hydrolase 7
26970at7742	Complete	LR744037.1	131385362	131638944	+	836.7	819	https://www.orthodb.org/v10?query=26970at7742	uncharacterized protein KIAA0825 homolog isoform X1
27280at7742	Complete	LR744041.1	17599395	17636924	-	1491.3	950	https://www.orthodb.org/v10?query=27280at7742	Kinesin family member 7
27308at7742	Complete	LR744031.1	92079190	92255035	+	1702.5	1170	https://www.orthodb.org/v10?query=27308at7742	eukaryotic translation initiation factor 2-alpha kinase 4
27364at7742	Complete	LR744036.1	2198711	2318851	+	1081.8	822	https://www.orthodb.org/v10?query=27364at7742	trafficking protein particle complex subunit 10
27385at7742	Complete	LR744038.1	104037535	104159725	-	1782.6	1172	https://www.orthodb.org/v10?query=27385at7742	nuclear pore complex protein Nup160
27463at7742	Complete	LR744042.1	61022624	61138313	+	1150.8	1108	https://www.orthodb.org/v10?query=27463at7742	sushi, nidogen and EGF-like domain-containing protein 1
27595at7742	Complete	LR744036.1	87556232	87687942	-	1064.1	1033	https://www.orthodb.org/v10?query=27595at7742	rho GTPase-activating protein 31
27786at7742	Duplicated	LR744032.1	58165342	58259293	+	731.6	785	https://www.orthodb.org/v10?query=27786at7742	zinc finger protein 592
27786at7742	Duplicated	LR744053.1	21782016	21849590	-	780.5	810	https://www.orthodb.org/v10?query=27786at7742	zinc finger protein 592
28267at7742	Complete	LR744038.1	65534001	65678119	+	1370.9	1022	https://www.orthodb.org/v10?query=28267at7742	enhancer of mRNA-decapping protein 4
28386at7742	Complete	LR744030.1	295501054	295726085	+	1164.5	994	https://www.orthodb.org/v10?query=28386at7742	probable methyltransferase TARBP1
28425at7742	Complete	LR744033.1	219060894	219117282	+	1792.1	1022	https://www.orthodb.org/v10?query=28425at7742	leucine--tRNA ligase, cytoplasmic
28500at7742	Complete	LR744044.1	37289895	37391681	-	1964.1	1028	https://www.orthodb.org/v10?query=28500at7742	protein flightless-1 homolog
28532at7742	Complete	LR744030.1	185611538	185714589	+	1749.6	1027	https://www.orthodb.org/v10?query=28532at7742	putative ATP-dependent RNA helicase DHX57
28693at7742	Complete	LR744035.1	78354567	78523927	+	1381.3	991	https://www.orthodb.org/v10?query=28693at7742	protein MMS22-like
28708at7742	Complete	LR744057.1	3265047	3362156	-	1915.9	988	https://www.orthodb.org/v10?query=28708at7742	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
28859at7742	Complete	LR744049.1	40874175	40971227	-	2001.0	979	https://www.orthodb.org/v10?query=28859at7742	DNA-directed RNA polymerase III subunit RPC2
28954at7742	Missing
29096at7742	Complete	LR744033.1	223364313	223598114	-	1978.2	1184	https://www.orthodb.org/v10?query=29096at7742	DNA repair protein RAD50
29337at7742	Complete	LR744032.1	151472491	151671234	+	1463.0	888	https://www.orthodb.org/v10?query=29337at7742	adhesion G protein-coupled receptor A3
29623at7742	Complete	LR744040.1	13809738	13907529	-	1607.2	1162	https://www.orthodb.org/v10?query=29623at7742	Fanconi anemia group D2 protein
29855at7742	Complete	LR744041.1	145603355	145695296	-	1408.8	1135	https://www.orthodb.org/v10?query=29855at7742	synergin gamma isoform X1
29952at7742	Complete	LR744034.1	14266763	14327816	-	1652.4	979	https://www.orthodb.org/v10?query=29952at7742	nephrocystin-3
29959at7742	Complete	LR744032.1	215919190	216058445	+	1234.7	894	https://www.orthodb.org/v10?query=29959at7742	pro-epidermal growth factor
30224at7742	Missing
30479at7742	Complete	LR744048.1	11335828	11367851	-	1514.0	1226	https://www.orthodb.org/v10?query=30479at7742	mediator of RNA polymerase II transcription subunit 1
30774at7742	Complete	LR744041.1	17113032	17190227	-	1652.3	1071	https://www.orthodb.org/v10?query=30774at7742	Fanconi anemia group I protein
30973at7742	Complete	LR744044.1	74527186	74762457	-	1232.2	956	https://www.orthodb.org/v10?query=30973at7742	KIAA0556
31066at7742	Complete	LR744054.1	21538778	21617125	-	1663.2	979	https://www.orthodb.org/v10?query=31066at7742	manganese-transporting ATPase 13A1
31418at7742	Missing
31574at7742	Complete	LR744039.1	175880482	175954497	-	2011.0	1038	https://www.orthodb.org/v10?query=31574at7742	WASH complex subunit strumpellin
31951at7742	Complete	LR744032.1	251136033	251194662	-	1626.7	1087	https://www.orthodb.org/v10?query=31951at7742	uncharacterized protein KIAA0232 homolog isoform X1
32152at7742	Complete	LR744038.1	131260761	131440012	-	1859.7	992	https://www.orthodb.org/v10?query=32152at7742	DNA damage-binding protein 1
32286at7742	Complete	LR744048.1	94444255	94602607	+	1489.8	1074	https://www.orthodb.org/v10?query=32286at7742	serine/threonine-protein kinase SIK3 isoform X1
32307at7742	Complete	LR744030.1	89441858	89446260	+	721.1	928	https://www.orthodb.org/v10?query=32307at7742	AT-hook DNA-binding motif-containing protein 1
32396at7742	Complete	LR744040.1	20079064	20229117	-	1338.5	1203	https://www.orthodb.org/v10?query=32396at7742	SET domain containing 5 
32511at7742	Complete	LR744043.1	75588732	75766121	+	1061.3	730	https://www.orthodb.org/v10?query=32511at7742	DNA repair protein REV1
32732at7742	Complete	LR744047.1	110940410	110988046	-	1525.2	874	https://www.orthodb.org/v10?query=32732at7742	SIN3 transcription regulator family member B
32840at7742	Complete	LR744039.1	139655117	139851638	-	1835.0	958	https://www.orthodb.org/v10?query=32840at7742	transcription initiation factor TFIID subunit 2
32983at7742	Complete	LR744030.1	268135981	268703042	-	1647.0	1469	https://www.orthodb.org/v10?query=32983at7742	thyroid adenoma-associated protein
33222at7742	Complete	LR744041.1	146206767	146268365	-	1294.8	818	https://www.orthodb.org/v10?query=33222at7742	HEAT repeat-containing protein 6
33320at7742	Complete	LR744033.1	175222079	175273878	-	1450.7	707	https://www.orthodb.org/v10?query=33320at7742	F-box only protein 38 isoform X1
33364at7742	Complete	LR744047.1	108926219	109028740	-	996.5	681	https://www.orthodb.org/v10?query=33364at7742	Histone-lysine N-methyltransferase, H3 lysine-79 specific
33525at7742	Complete	LR744038.1	143300142	143432077	-	1165.1	1406	https://www.orthodb.org/v10?query=33525at7742	glutamine and serine-rich protein 1
33527at7742	Complete	LR744034.1	17905394	17980260	+	1564.4	1139	https://www.orthodb.org/v10?query=33527at7742	DNA topoisomerase 2-binding protein 1
