# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
173at7742	Missing
5981at7742	Complete	FYBX02000017.1	583460	745011	-	2832.5	1863	https://www.orthodb.org/v10?query=5981at7742	dnaJ homolog subfamily C member 13 isoform X1
6108at7742	Complete	FYBX02009646.1	77337	232364	-	2582.3	1705	https://www.orthodb.org/v10?query=6108at7742	DNA polymerase epsilon catalytic subunit A
6126at7742	Missing
6253at7742	Fragmented	FYBX02005648.1	2907250	2950729	+	103.5	151	https://www.orthodb.org/v10?query=6253at7742	Replication timing regulatory factor 1
6305at7742	Complete	FYBX02009788.1	1642298	1954712	+	3444.2	2203	https://www.orthodb.org/v10?query=6305at7742	Ubiquitin protein ligase E3 component n-recognin 5
6701at7742	Complete	FYBX02005816.1	1197388	1386815	-	988.9	1091	https://www.orthodb.org/v10?query=6701at7742	neuroblastoma-amplified sequence
7000at7742	Complete	FYBX02009600.1	1052614	1260643	-	1191.4	1374	https://www.orthodb.org/v10?query=7000at7742	brefeldin A-inhibited guanine nucleotide-exchange protein 3
7262at7742	Fragmented	FYBX02010491.1	4149950	4240302	+	254.3	327	https://www.orthodb.org/v10?query=7262at7742	von Willebrand factor
7732at7742	Fragmented	FYBX02010067.1	368880	449113	+	708.4	607	https://www.orthodb.org/v10?query=7732at7742	Zinc finger FYVE-type containing 26
7768at7742	Complete	FYBX02009615.1	143050	429375	-	1154.6	1095	https://www.orthodb.org/v10?query=7768at7742	calcineurin-binding protein cabin-1 isoform X1
8258at7742	Fragmented	FYBX02010724.1	549172	606599	+	278.6	253	https://www.orthodb.org/v10?query=8258at7742	Extra spindle pole bodies like 1, separase
8409at7742	Missing
8503at7742	Missing
8757at7742	Complete	FYBX02009916.1	1203934	1409202	-	2010.0	1356	https://www.orthodb.org/v10?query=8757at7742	Phosphoinositide kinase, FYVE-type zinc finger containing
8766at7742	Missing
8874at7742	Fragmented	FYBX02010619.1	775500	808593	-	450.0	518	https://www.orthodb.org/v10?query=8874at7742	HEAT repeat-containing protein 1
8995at7742	Fragmented	FYBX02000161.1	30983	175509	-	591.2	752	https://www.orthodb.org/v10?query=8995at7742	nucleolar pre-ribosomal-associated protein 1
9110at7742	Complete	FYBX02006014.1	2527328	2634469	-	1494.3	1330	https://www.orthodb.org/v10?query=9110at7742	anaphase-promoting complex subunit 1
9484at7742	Duplicated	FYBX02010005.1	1773798	1963601	+	2070.0	1678	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9484at7742	Duplicated	FYBX02010384.1	58835	356572	-	1781.3	1446	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9579at7742	Missing
9683at7742	Fragmented	FYBX02009503.1	1039828	1163585	+	1413.0	1164	https://www.orthodb.org/v10?query=9683at7742	protein KIAA0100 homolog isoform X1
9744at7742	Complete	FYBX02009983.1	1348441	1702647	+	1537.7	1540	https://www.orthodb.org/v10?query=9744at7742	Nucleoporin 205
10003at7742	Complete	FYBX02010154.1	4428488	4464063	+	1684.7	1142	https://www.orthodb.org/v10?query=10003at7742	integrator complex subunit 1
10136at7742	Complete	FYBX02010185.1	1713854	1716106	-	744.5	1128	https://www.orthodb.org/v10?query=10136at7742	zinc finger protein 407
10163at7742	Missing
10485at7742	Missing
10757at7742	Fragmented	FYBX02007516.1	33603	94351	-	524.0	488	https://www.orthodb.org/v10?query=10757at7742	plexin-D1
10899at7742	Missing
11104at7742	Complete	FYBX02010020.1	891764	913511	-	1858.5	1454	https://www.orthodb.org/v10?query=11104at7742	NACHT and WD repeat domain-containing protein 2
11195at7742	Complete	FYBX02009928.1	1005440	1324202	-	1299.8	1057	https://www.orthodb.org/v10?query=11195at7742	von Willebrand factor A domain-containing protein 8
11237at7742	Missing
11472at7742	Complete	FYBX02010726.1	35473	285399	-	2185.0	1388	https://www.orthodb.org/v10?query=11472at7742	endoribonuclease Dicer
11505at7742	Complete	FYBX02010111.1	194150	306498	-	1442.6	1207	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11550at7742	Missing
11696at7742	Complete	FYBX02009822.1	4487	700945	-	1833.9	1403	https://www.orthodb.org/v10?query=11696at7742	Intraflagellar transport 172
11895at7742	Missing
12004at7742	Missing
12300at7742	Missing
12491at7742	Fragmented	FYBX02009675.1	26882	178457	+	697.0	493	https://www.orthodb.org/v10?query=12491at7742	Helicase with zinc finger
12613at7742	Complete	FYBX02009940.1	391239	659852	+	2352.6	1352	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12616at7742	Missing
12659at7742	Fragmented	FYBX02009418.1	4850	138115	-	761.4	631	https://www.orthodb.org/v10?query=12659at7742	B-TFIID TATA-box binding protein associated factor 1
13296at7742	Fragmented	FYBX02005400.1	2209976	2239709	+	380.6	455	https://www.orthodb.org/v10?query=13296at7742	E3 ubiquitin-protein ligase listerin
13480at7742	Fragmented	FYBX02009476.1	73424	107013	+	108.7	122	https://www.orthodb.org/v10?query=13480at7742	Cilia and flagella associated protein 65
13670at7742	Missing
13881at7742	Complete	FYBX02010226.1	847307	932222	+	1185.1	913	https://www.orthodb.org/v10?query=13881at7742	DNA-directed RNA polymerase I subunit RPA1
13963at7742	Fragmented	FYBX02009816.1	1381376	1408868	+	347.8	197	https://www.orthodb.org/v10?query=13963at7742	Fanconi anemia group M protein
13987at7742	Missing
14102at7742	Fragmented	FYBX02007795.1	242456	385456	-	390.6	525	https://www.orthodb.org/v10?query=14102at7742	Laminin subunit alpha 4
14442at7742	Complete	FYBX02009731.1	3180388	3514888	+	2135.4	1326	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14788at7742	Missing
15083at7742	Missing
15257at7742	Complete	FYBX02010814.1	684353	704896	+	368.6	1335	https://www.orthodb.org/v10?query=15257at7742	golgin A4 
15408at7742	Complete	FYBX02010721.1	705128	1039006	+	1643.5	1392	https://www.orthodb.org/v10?query=15408at7742	proteasome-associated protein ECM29 homolog
15604at7742	Complete	FYBX02010264.1	1996845	2188062	+	2474.1	1437	https://www.orthodb.org/v10?query=15604at7742	Transcription initiation factor TFIID subunit
15611at7742	Missing
15711at7742	Missing
16061at7742	Fragmented	FYBX02010550.1	1183727	1227995	-	821.3	614	https://www.orthodb.org/v10?query=16061at7742	Zinc finger SWIM-type containing 8
16096at7742	Missing
16236at7742	Complete	FYBX02010571.1	111844	408116	-	1102.8	965	https://www.orthodb.org/v10?query=16236at7742	general transcription factor 3C polypeptide 1
16347at7742	Fragmented	FYBX02007166.1	61344	88627	-	557.4	259	https://www.orthodb.org/v10?query=16347at7742	Minichromosome maintenance complex component 3 associated protein
16405at7742	Complete	FYBX02009986.1	209083	252947	-	1378.8	967	https://www.orthodb.org/v10?query=16405at7742	Mitogen-activated protein kinase kinase kinase 4
16601at7742	Missing
16779at7742	Fragmented	FYBX02007680.1	481564	598414	-	1325.4	931	https://www.orthodb.org/v10?query=16779at7742	SNF2 histone linker PHD RING helicase
16923at7742	Complete	FYBX02010304.1	1180441	1404954	-	2275.7	1458	https://www.orthodb.org/v10?query=16923at7742	protein MON2 homolog isoform X1
17577at7742	Complete	FYBX02009963.1	882808	1100122	+	1658.7	1091	https://www.orthodb.org/v10?query=17577at7742	DEP domain-containing protein 5
17657at7742	Missing
17720at7742	Missing
17781at7742	Complete	FYBX02010123.1	663494	712761	+	855.4	1260	https://www.orthodb.org/v10?query=17781at7742	Thyroid hormone receptor interactor 11
17789at7742	Missing
17848at7742	Missing
17900at7742	Duplicated	FYBX02010806.1	1052719	1140400	-	1063.9	1230	https://www.orthodb.org/v10?query=17900at7742	rho GTPase-activating protein 5
17900at7742	Duplicated	FYBX02010829.1	688804	734824	+	1200.4	1059	https://www.orthodb.org/v10?query=17900at7742	rho GTPase-activating protein 5
18037at7742	Complete	FYBX02009702.1	235918	415100	-	874.1	733	https://www.orthodb.org/v10?query=18037at7742	gamma-tubulin complex component 6
18541at7742	Complete	FYBX02010190.1	8170161	8299557	-	2162.9	1407	https://www.orthodb.org/v10?query=18541at7742	transcription elongation factor SPT6
18946at7742	Missing
19072at7742	Missing
19085at7742	Missing
19307at7742	Missing
19351at7742	Complete	FYBX02010328.1	1754626	1812053	+	693.2	1154	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19367at7742	Missing
19730at7742	Complete	FYBX02010442.1	2075627	2185309	-	2153.1	1150	https://www.orthodb.org/v10?query=19730at7742	Mediator complex subunit 23
20246at7742	Missing
20356at7742	Complete	FYBX02009325.1	3974923	4140131	-	1410.9	999	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20518at7742	Complete	FYBX02008660.1	5949136	6189070	-	1874.6	1056	https://www.orthodb.org/v10?query=20518at7742	intron-binding protein aquarius
20951at7742	Missing
21252at7742	Missing
21281at7742	Fragmented	FYBX02010043.1	204183	248913	-	815.9	594	https://www.orthodb.org/v10?query=21281at7742	trafficking protein particle complex 8 
21546at7742	Fragmented	FYBX02009631.1	1319528	1506200	-	619.0	739	https://www.orthodb.org/v10?query=21546at7742	focadhesin
21841at7742	Missing
21970at7742	Missing
22108at7742	Fragmented	FYBX02010497.1	136376	203361	-	1017.5	865	https://www.orthodb.org/v10?query=22108at7742	Gem nuclear organelle associated protein 5
22187at7742	Fragmented	FYBX02009814.1	327194	332158	+	713.2	1063	https://www.orthodb.org/v10?query=22187at7742	Human immunodeficiency virus type I enhancer binding protein 1
22275at7742	Fragmented	FYBX02009484.1	912323	935629	-	261.2	149	https://www.orthodb.org/v10?query=22275at7742	PCF11 cleavage and polyadenylation factor subunit
22496at7742	Missing
22554at7742	Missing
22898at7742	Complete	FYBX02010180.1	1373421	1402084	+	1821.9	1064	https://www.orthodb.org/v10?query=22898at7742	splicing factor 3B subunit 1 isoform X1
23173at7742	Complete	FYBX02009853.1	441426	670579	-	1071.8	887	https://www.orthodb.org/v10?query=23173at7742	Nucleoporin 155
23457at7742	Missing
23496at7742	Fragmented	FYBX02010331.1	336476	414440	+	1386.9	847	https://www.orthodb.org/v10?query=23496at7742	DNA helicase INO80
23531at7742	Fragmented	FYBX02009704.1	2393557	2458464	-	381.2	342	https://www.orthodb.org/v10?query=23531at7742	tectonin beta-propeller repeat-containing protein 2
23568at7742	Complete	FYBX02010103.1	387245	478228	+	670.1	715	https://www.orthodb.org/v10?query=23568at7742	tetratricopeptide repeat protein 37
23673at7742	Complete	FYBX02007224.1	757607	960434	+	692.5	797	https://www.orthodb.org/v10?query=23673at7742	condensin-2 complex subunit D3
23675at7742	Complete	FYBX02010108.1	3052824	3317899	-	1327.6	936	https://www.orthodb.org/v10?query=23675at7742	DNA polymerase
23692at7742	Fragmented	FYBX02009968.1	634377	689117	+	755.2	667	https://www.orthodb.org/v10?query=23692at7742	cilia- and flagella-associated protein 44
23872at7742	Complete	FYBX02009777.1	1869234	2180654	-	1105.2	888	https://www.orthodb.org/v10?query=23872at7742	rab3 GTPase-activating protein non-catalytic subunit
23996at7742	Missing
24404at7742	Complete	FYBX02010156.1	875377	1134426	-	1441.5	962	https://www.orthodb.org/v10?query=24404at7742	isoleucine--tRNA ligase, cytoplasmic
24468at7742	Missing
24566at7742	Missing
24621at7742	Complete	FYBX02010140.1	3415057	3525217	+	1375.8	984	https://www.orthodb.org/v10?query=24621at7742	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
24868at7742	Fragmented	FYBX02010228.1	3714595	3747902	-	718.7	703	https://www.orthodb.org/v10?query=24868at7742	adenylate kinase 9
24985at7742	Fragmented	FYBX02007680.1	354965	404064	+	147.2	124	https://www.orthodb.org/v10?query=24985at7742	fibronectin type III domain-containing protein 1
25109at7742	Fragmented	FYBX02009666.1	620571	642068	-	416.7	278	https://www.orthodb.org/v10?query=25109at7742	Programmed cell death 11
25377at7742	Missing
25752at7742	Complete	FYBX02009965.1	299203	399976	+	1896.9	997	https://www.orthodb.org/v10?query=25752at7742	splicing factor 3B subunit 3
25839at7742	Missing
26047at7742	Complete	FYBX02010048.1	227138	340732	+	1547.1	989	https://www.orthodb.org/v10?query=26047at7742	coatomer subunit alpha
26210at7742	Fragmented	FYBX02010302.1	7557	78187	+	481.5	624	https://www.orthodb.org/v10?query=26210at7742	RNA polymerase II-associated protein 1
26485at7742	Fragmented	FYBX02007623.1	1587160	1588664	+	217.5	192	https://www.orthodb.org/v10?query=26485at7742	Condensin complex subunit 1
26536at7742	Complete	FYBX02009638.1	1205723	1285393	-	1362.1	1001	https://www.orthodb.org/v10?query=26536at7742	tripeptidyl-peptidase 2
26714at7742	Complete	FYBX02005270.1	1326253	1401445	-	1652.7	1070	https://www.orthodb.org/v10?query=26714at7742	Methionine synthase
26808at7742	Missing
26890at7742	Complete	FYBX02009426.1	1770012	1974602	+	1202.5	819	https://www.orthodb.org/v10?query=26890at7742	ubiquitin carboxyl-terminal hydrolase 7
26970at7742	Missing
27280at7742	Missing
27308at7742	Fragmented	FYBX02009836.1	308782	380238	+	921.4	836	https://www.orthodb.org/v10?query=27308at7742	eukaryotic translation initiation factor 2-alpha kinase 4
27364at7742	Complete	FYBX02010228.1	234425	270462	-	995.6	849	https://www.orthodb.org/v10?query=27364at7742	trafficking protein particle complex subunit 10
27385at7742	Fragmented	FYBX02009751.1	1044245	1046646	+	201.4	252	https://www.orthodb.org/v10?query=27385at7742	nuclear pore complex protein Nup160
27463at7742	Missing
27595at7742	Missing
27786at7742	Fragmented	FYBX02010298.1	213499	273113	+	633.3	463	https://www.orthodb.org/v10?query=27786at7742	zinc finger protein 592
28267at7742	Fragmented	FYBX02010221.1	3253212	3341465	-	638.8	694	https://www.orthodb.org/v10?query=28267at7742	enhancer of mRNA-decapping protein 4
28386at7742	Fragmented	FYBX02006116.1	289177	468156	+	527.4	572	https://www.orthodb.org/v10?query=28386at7742	probable methyltransferase TARBP1
28425at7742	Complete	FYBX02009384.1	1564519	1568072	-	1396.9	998	https://www.orthodb.org/v10?query=28425at7742	leucine--tRNA ligase, cytoplasmic
28500at7742	Complete	FYBX02010634.1	23001	85917	-	1478.2	1027	https://www.orthodb.org/v10?query=28500at7742	protein flightless-1 homolog
28532at7742	Missing
28693at7742	Missing
28708at7742	Complete	FYBX02010004.1	203131	380137	-	1345.4	852	https://www.orthodb.org/v10?query=28708at7742	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
28859at7742	Complete	FYBX02010060.1	2237111	2323807	-	1665.3	877	https://www.orthodb.org/v10?query=28859at7742	DNA-directed RNA polymerase III subunit RPC2
28954at7742	Missing
29096at7742	Complete	FYBX02010783.1	4436673	4542273	-	1182.3	987	https://www.orthodb.org/v10?query=29096at7742	DNA repair protein RAD50
29337at7742	Missing
29623at7742	Complete	FYBX02008229.1	102778	358324	+	791.9	860	https://www.orthodb.org/v10?query=29623at7742	Fanconi anemia group D2 protein
29855at7742	Missing
29952at7742	Fragmented	FYBX02000017.1	184173	301399	+	281.8	548	https://www.orthodb.org/v10?query=29952at7742	nephrocystin-3
29959at7742	Missing
30224at7742	Missing
30479at7742	Missing
30774at7742	Complete	FYBX02010783.1	2323237	2510520	-	858.6	900	https://www.orthodb.org/v10?query=30774at7742	Fanconi anemia group I protein
30973at7742	Fragmented	FYBX02010564.1	270412	301233	+	365.9	320	https://www.orthodb.org/v10?query=30973at7742	KIAA0556
31066at7742	Fragmented	FYBX02010259.1	682030	784760	-	872.0	632	https://www.orthodb.org/v10?query=31066at7742	manganese-transporting ATPase 13A1
31418at7742	Missing
31574at7742	Complete	FYBX02009922.1	360014	530753	-	1353.9	875	https://www.orthodb.org/v10?query=31574at7742	WASH complex subunit strumpellin
31951at7742	Complete	FYBX02009795.1	798551	860025	+	486.8	905	https://www.orthodb.org/v10?query=31951at7742	uncharacterized protein KIAA0232 homolog isoform X1
32152at7742	Complete	FYBX02010718.1	2960929	3149585	+	1521.5	834	https://www.orthodb.org/v10?query=32152at7742	DNA damage-binding protein 1
32286at7742	Fragmented	FYBX02009723.1	3878724	3919019	-	464.2	340	https://www.orthodb.org/v10?query=32286at7742	serine/threonine-protein kinase SIK3 isoform X1
32307at7742	Missing
32396at7742	Missing
32511at7742	Fragmented	FYBX02010169.1	2194314	2231334	+	320.7	333	https://www.orthodb.org/v10?query=32511at7742	DNA repair protein REV1
32732at7742	Complete	FYBX02009876.1	77825	142673	-	1106.2	800	https://www.orthodb.org/v10?query=32732at7742	SIN3 transcription regulator family member B
32840at7742	Complete	FYBX02010801.1	535428	670544	+	1688.1	932	https://www.orthodb.org/v10?query=32840at7742	transcription initiation factor TFIID subunit 2
32983at7742	Missing
33222at7742	Fragmented	FYBX02009459.1	2089524	2103099	+	435.1	521	https://www.orthodb.org/v10?query=33222at7742	HEAT repeat-containing protein 6
33320at7742	Missing
33364at7742	Fragmented	FYBX02009545.1	103916	209852	+	391.9	219	https://www.orthodb.org/v10?query=33364at7742	Histone-lysine N-methyltransferase, H3 lysine-79 specific
33525at7742	Missing
33527at7742	Complete	FYBX02009403.1	1180301	1451757	+	1127.1	909	https://www.orthodb.org/v10?query=33527at7742	DNA topoisomerase 2-binding protein 1
33771at7742	Missing
33940at7742	Complete	FYBX02010771.1	1172168	1222246	+	1366.3	774	https://www.orthodb.org/v10?query=33940at7742	O-linked N-acetylglucosamine (GlcNAc) transferase
34117at7742	Complete	FYBX02010306.1	471740	508031	-	771.2	652	https://www.orthodb.org/v10?query=34117at7742	erythroid differentiation-related factor 1
34233at7742	Missing
34300at7742	Complete	FYBX02010380.1	1797312	1837108	+	1047.9	891	https://www.orthodb.org/v10?query=34300at7742	Spalt like transcription factor 1
34483at7742	Complete	FYBX02010588.1	710539	975598	+	1155.0	885	https://www.orthodb.org/v10?query=34483at7742	trafficking protein particle complex subunit 11
34542at7742	Complete	FYBX02010818.1	784093	898311	-	1410.4	921	https://www.orthodb.org/v10?query=34542at7742	WASH complex subunit 7
34549at7742	Missing
35041at7742	Fragmented	FYBX02010020.1	5954546	6000185	+	299.6	336	https://www.orthodb.org/v10?query=35041at7742	cystic fibrosis transmembrane conductance regulator
35211at7742	Missing
35271at7742	Fragmented	FYBX02006399.1	875661	954738	+	502.7	591	https://www.orthodb.org/v10?query=35271at7742	Nucleolar protein 6
35338at7742	Complete	FYBX02008786.1	805156	1005658	-	1492.6	962	https://www.orthodb.org/v10?query=35338at7742	WD repeat domain 11
35547at7742	Fragmented	FYBX02010397.1	636962	742114	-	615.1	597	https://www.orthodb.org/v10?query=35547at7742	exportin-4
35830at7742	Complete	FYBX02006116.1	2156436	2360382	+	762.1	703	https://www.orthodb.org/v10?query=35830at7742	cilia- and flagella-associated protein 61
35861at7742	Missing
36011at7742	Complete	FYBX02010568.1	2705436	2881690	+	663.5	725	https://www.orthodb.org/v10?query=36011at7742	Ribosomal RNA processing 12 homolog
36236at7742	Complete	FYBX02006064.1	865858	902703	+	603.0	526	https://www.orthodb.org/v10?query=36236at7742	MutL homolog 3
36274at7742	Missing
36449at7742	Complete	FYBX02010190.1	4609384	4692068	-	645.0	824	https://www.orthodb.org/v10?query=36449at7742	tyrosine-protein kinase BAZ1B
36575at7742	Missing
36859at7742	Complete	FYBX02010208.1	2418481	2512131	+	1147.6	869	https://www.orthodb.org/v10?query=36859at7742	symplekin
37335at7742	Complete	FYBX02010704.1	61733	97012	+	967.9	819	https://www.orthodb.org/v10?query=37335at7742	deubiquitinating protein VCIP135
37552at7742	Fragmented	FYBX02009851.1	646423	665647	+	661.9	403	https://www.orthodb.org/v10?query=37552at7742	protein transport protein Sec16A isoform X1
37715at7742	Complete	FYBX02010306.1	54673	149803	-	1488.2	940	https://www.orthodb.org/v10?query=37715at7742	structural maintenance of chromosomes protein 3
37782at7742	Missing
37796at7742	Complete	FYBX02009034.1	39983	140018	+	1553.0	804	https://www.orthodb.org/v10?query=37796at7742	membrane-bound transcription factor site-1 protease
37904at7742	Complete	FYBX02010654.1	7312294	7568585	-	1093.1	915	https://www.orthodb.org/v10?query=37904at7742	WD repeat-containing protein 35
38426at7742	Complete	FYBX02009682.1	550695	799113	-	1045.3	868	https://www.orthodb.org/v10?query=38426at7742	intraflagellar transport 122 
38686at7742	Complete	FYBX02009325.1	1168857	1284004	-	1199.9	870	https://www.orthodb.org/v10?query=38686at7742	cyclin-G-associated kinase
38882at7742	Missing
39061at7742	Missing
39255at7742	Missing
39294at7742	Fragmented	FYBX02009529.1	266843	337511	-	501.6	443	https://www.orthodb.org/v10?query=39294at7742	Non-SMC condensin II complex subunit G2
39313at7742	Complete	FYBX02009807.1	1228143	1349821	+	855.9	742	https://www.orthodb.org/v10?query=39313at7742	Tetratricopeptide repeat domain 17
39393at7742	Complete	FYBX02009636.1	230802	292588	+	1340.2	970	https://www.orthodb.org/v10?query=39393at7742	exportin-6
39465at7742	Complete	FYBX02010154.1	5019292	5265909	+	525.1	651	https://www.orthodb.org/v10?query=39465at7742	tubulin-specific chaperone D
39501at7742	Fragmented	FYBX02009777.1	1661877	1751195	+	729.6	532	https://www.orthodb.org/v10?query=39501at7742	Isoleucyl-tRNA synthetase 2, mitochondrial
39865at7742	Fragmented	FYBX02010432.1	9042	23890	-	178.0	187	https://www.orthodb.org/v10?query=39865at7742	protein very KIND
40409at7742	Missing
40567at7742	Fragmented	FYBX02008708.1	35577	82444	+	892.2	587	https://www.orthodb.org/v10?query=40567at7742	DNA-directed RNA polymerase I subunit RPA2
40843at7742	Fragmented	FYBX02010188.1	2971596	3186697	+	675.7	435	https://www.orthodb.org/v10?query=40843at7742	KIAA1468
40897at7742	Complete	FYBX02006863.1	674741	855347	-	723.9	710	https://www.orthodb.org/v10?query=40897at7742	PDZ domain-containing protein 8
40997at7742	Missing
41071at7742	Complete	FYBX02010105.1	165907	337331	-	1297.8	774	https://www.orthodb.org/v10?query=41071at7742	insulin-degrading enzyme
41125at7742	Complete	FYBX02009960.1	655024	656520	-	439.7	838	https://www.orthodb.org/v10?query=41125at7742	PR domain zinc finger protein 15
41150at7742	Missing
41154at7742	Fragmented	FYBX02010590.1	634200	714239	-	505.3	369	https://www.orthodb.org/v10?query=41154at7742	RB1-inducible coiled-coil protein 1
41189at7742	Missing
41344at7742	Complete	FYBX02009688.1	4007	175098	+	912.5	603	https://www.orthodb.org/v10?query=41344at7742	C2 calcium dependent domain containing 5
41524at7742	Complete	FYBX02009540.1	575176	606811	-	1509.4	1094	https://www.orthodb.org/v10?query=41524at7742	Niemann-Pick C1 protein
41890at7742	Missing
41902at7742	Complete	FYBX02010624.1	159201	292643	-	1174.2	822	https://www.orthodb.org/v10?query=41902at7742	ubiquitin conjugation factor E4 B isoform X1
42033at7742	Complete	FYBX02010091.1	87057	116167	-	1167.0	904	https://www.orthodb.org/v10?query=42033at7742	probable ATP-dependent RNA helicase DHX34
42045at7742	Missing
42074at7742	Missing
42253at7742	Fragmented	FYBX02010257.1	1054815	1126202	+	578.5	373	https://www.orthodb.org/v10?query=42253at7742	vascular endothelial growth factor receptor 1
42342at7742	Complete	FYBX02010215.1	1094936	1137949	+	1127.9	881	https://www.orthodb.org/v10?query=42342at7742	Integrator complex subunit 2
42346at7742	Complete	FYBX02009427.1	4508209	4652078	+	1203.8	787	https://www.orthodb.org/v10?query=42346at7742	elongation factor-like GTPase 1
42353at7742	Missing
42469at7742	Missing
42483at7742	Missing
42538at7742	Missing
42710at7742	Missing
42945at7742	Missing
42971at7742	Missing
42975at7742	Missing
43051at7742	Missing
43285at7742	Complete	FYBX02010783.1	1266200	1353212	+	1053.7	911	https://www.orthodb.org/v10?query=43285at7742	malignant fibrous histiocytoma-amplified sequence 1
43568at7742	Missing
43750at7742	Missing
43798at7742	Missing
43888at7742	Missing
44104at7742	Fragmented	FYBX02009909.1	254202	300180	-	627.0	707	https://www.orthodb.org/v10?query=44104at7742	C2 domain-containing protein 3
44193at7742	Fragmented	FYBX02008955.1	1769082	1933308	+	399.9	483	https://www.orthodb.org/v10?query=44193at7742	laminin subunit beta-3
44485at7742	Missing
44653at7742	Complete	FYBX02010830.1	3456193	3970843	-	1322.3	785	https://www.orthodb.org/v10?query=44653at7742	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1
