# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
5520at7742	Duplicated	XP_043928553.1	3703.3	2488	https://www.orthodb.org/v10?query=5520at7742	serine-protein kinase ATM
5520at7742	Duplicated	XP_043928555.1	3601.7	2488	https://www.orthodb.org/v10?query=5520at7742	serine-protein kinase ATM
5604at7742	Complete	XP_043943209.1	2393.6	1709	https://www.orthodb.org/v10?query=5604at7742	leucine-rich repeat serine/threonine-protein kinase 2
5938at7742	Complete	XP_043943711.1	3538.9	2332	https://www.orthodb.org/v10?query=5938at7742	small subunit processome component 20 homolog
5981at7742	Complete	XP_043922657.1	4123.0	2025	https://www.orthodb.org/v10?query=5981at7742	dnaJ homolog subfamily C member 13 isoform X1
6108at7742	Complete	XP_043925704.1	3269.8	1784	https://www.orthodb.org/v10?query=6108at7742	DNA polymerase epsilon catalytic subunit A
6126at7742	Complete	XP_043929288.1	3653.7	1920	https://www.orthodb.org/v10?query=6126at7742	Dopey family member 1
6253at7742	Complete	XP_043930820.1	1593.3	1147	https://www.orthodb.org/v10?query=6253at7742	Replication timing regulatory factor 1
6305at7742	Complete	XP_043921583.1	4622.0	2308	https://www.orthodb.org/v10?query=6305at7742	Ubiquitin protein ligase E3 component n-recognin 5
6701at7742	Complete	XP_043920727.1	2931.8	1854	https://www.orthodb.org/v10?query=6701at7742	neuroblastoma-amplified sequence
7000at7742	Complete	XP_043943030.1	3196.0	1829	https://www.orthodb.org/v10?query=7000at7742	brefeldin A-inhibited guanine nucleotide-exchange protein 3
7262at7742	Complete	XP_043943406.1	2684.3	2262	https://www.orthodb.org/v10?query=7262at7742	von Willebrand factor
7732at7742	Duplicated	XP_043930003.1	2362.2	1859	https://www.orthodb.org/v10?query=7732at7742	Zinc finger FYVE-type containing 26
7732at7742	Duplicated	XP_043930004.1	2362.2	1859	https://www.orthodb.org/v10?query=7732at7742	Zinc finger FYVE-type containing 26
7768at7742	Duplicated	XP_043924776.1	2715.8	1604	https://www.orthodb.org/v10?query=7768at7742	calcineurin-binding protein cabin-1 isoform X1
7768at7742	Duplicated	XP_043924774.1	2715.6	1604	https://www.orthodb.org/v10?query=7768at7742	calcineurin-binding protein cabin-1 isoform X1
7768at7742	Duplicated	XP_043924775.1	2715.6	1604	https://www.orthodb.org/v10?query=7768at7742	calcineurin-binding protein cabin-1 isoform X1
7768at7742	Duplicated	XP_043924778.1	2685.5	1605	https://www.orthodb.org/v10?query=7768at7742	calcineurin-binding protein cabin-1 isoform X1
8258at7742	Complete	XP_043939827.1	1330.3	1415	https://www.orthodb.org/v10?query=8258at7742	Extra spindle pole bodies like 1, separase
8409at7742	Duplicated	XP_043910298.1	2236.8	1501	https://www.orthodb.org/v10?query=8409at7742	WD repeat-containing protein 81
8409at7742	Duplicated	XP_043910299.1	2236.8	1501	https://www.orthodb.org/v10?query=8409at7742	WD repeat-containing protein 81
8503at7742	Complete	XP_043927484.1	2859.3	1853	https://www.orthodb.org/v10?query=8503at7742	Dopey family member 2
8757at7742	Complete	XP_043931338.1	2848.5	1526	https://www.orthodb.org/v10?query=8757at7742	Phosphoinositide kinase, FYVE-type zinc finger containing
8766at7742	Complete	XP_043923077.1	1814.4	1539	https://www.orthodb.org/v10?query=8766at7742	rotatin
8874at7742	Duplicated	XP_043915035.1	2488.5	1732	https://www.orthodb.org/v10?query=8874at7742	HEAT repeat-containing protein 1
8874at7742	Duplicated	XP_043915044.1	2486.3	1725	https://www.orthodb.org/v10?query=8874at7742	HEAT repeat-containing protein 1
8995at7742	Complete	XP_043927364.1	2146.3	1680	https://www.orthodb.org/v10?query=8995at7742	nucleolar pre-ribosomal-associated protein 1
9110at7742	Complete	XP_043916095.1	2670.8	1594	https://www.orthodb.org/v10?query=9110at7742	anaphase-promoting complex subunit 1
9484at7742	Duplicated	XP_043911085.1	2716.5	2125	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9484at7742	Duplicated	XP_043916433.1	2477.3	2106	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9484at7742	Duplicated	XP_043916434.1	2452.3	2093	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9484at7742	Duplicated	XP_043930076.1	2451.9	2117	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9484at7742	Duplicated	XP_043930077.1	2424.3	2103	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9579at7742	Complete	XP_043929080.1	1708.8	1709	https://www.orthodb.org/v10?query=9579at7742	Upstream transcription factor family member 3
9683at7742	Complete	XP_043910335.1	3051.5	1823	https://www.orthodb.org/v10?query=9683at7742	protein KIAA0100 homolog isoform X1
9744at7742	Complete	XP_043943108.1	2693.4	1644	https://www.orthodb.org/v10?query=9744at7742	Nucleoporin 205
10003at7742	Duplicated	XP_043945691.1	3261.7	1762	https://www.orthodb.org/v10?query=10003at7742	integrator complex subunit 1
10003at7742	Duplicated	XP_043945692.1	3261.7	1762	https://www.orthodb.org/v10?query=10003at7742	integrator complex subunit 1
10003at7742	Duplicated	XP_043945693.1	3261.7	1762	https://www.orthodb.org/v10?query=10003at7742	integrator complex subunit 1
10136at7742	Duplicated	XP_043942032.1	673.3	1201	https://www.orthodb.org/v10?query=10136at7742	zinc finger protein 407
10136at7742	Duplicated	XP_043942935.1	633.0	1254	https://www.orthodb.org/v10?query=10136at7742	zinc finger protein 407
10163at7742	Missing
10485at7742	Complete	XP_043942694.1	1661.2	1905	https://www.orthodb.org/v10?query=10485at7742	protein PRRC2C isoform X1
10757at7742	Duplicated	XP_043934564.1	2283.5	1525	https://www.orthodb.org/v10?query=10757at7742	plexin-D1
10757at7742	Duplicated	XP_043934563.1	2279.2	1525	https://www.orthodb.org/v10?query=10757at7742	plexin-D1
10899at7742	Duplicated	XP_043940907.1	2075.8	1494	https://www.orthodb.org/v10?query=10899at7742	Integrin beta
10899at7742	Duplicated	XP_043940906.1	2074.4	1495	https://www.orthodb.org/v10?query=10899at7742	Integrin beta
10899at7742	Duplicated	XP_043940908.1	2073.0	1494	https://www.orthodb.org/v10?query=10899at7742	Integrin beta
10899at7742	Duplicated	XP_043940909.1	2072.9	1363	https://www.orthodb.org/v10?query=10899at7742	Integrin beta
11104at7742	Complete	XP_043919383.1	2922.4	1514	https://www.orthodb.org/v10?query=11104at7742	NACHT and WD repeat domain-containing protein 2
11195at7742	Complete	XP_043927636.1	2928.2	1601	https://www.orthodb.org/v10?query=11195at7742	von Willebrand factor A domain-containing protein 8
11237at7742	Duplicated	XP_043926987.1	3378.3	1736	https://www.orthodb.org/v10?query=11237at7742	Thyroid hormone receptor interactor 12
11237at7742	Duplicated	XP_043926988.1	3373.2	1661	https://www.orthodb.org/v10?query=11237at7742	Thyroid hormone receptor interactor 12
11472at7742	Complete	XP_043930553.1	2845.6	1400	https://www.orthodb.org/v10?query=11472at7742	endoribonuclease Dicer
11505at7742	Duplicated	XP_043945123.1	2449.2	1429	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11505at7742	Duplicated	XP_043945121.1	2448.6	1429	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11505at7742	Duplicated	XP_043945122.1	2444.2	1429	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11505at7742	Duplicated	XP_043945125.1	2357.4	1394	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11505at7742	Duplicated	XP_043945126.1	2355.1	1392	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11550at7742	Fragmented	XP_043922204.1	1163.0	841	https://www.orthodb.org/v10?query=11550at7742	centrosomal protein 192 
11696at7742	Duplicated	XP_043931402.1	2858.1	1557	https://www.orthodb.org/v10?query=11696at7742	Intraflagellar transport 172
11696at7742	Duplicated	XP_043931403.1	2858.1	1557	https://www.orthodb.org/v10?query=11696at7742	Intraflagellar transport 172
11895at7742	Complete	XP_043924844.1	2462.0	1918	https://www.orthodb.org/v10?query=11895at7742	kinetochore-associated protein 1
12004at7742	Duplicated	XP_043931438.1	2684.9	1435	https://www.orthodb.org/v10?query=12004at7742	E3 ubiquitin-protein ligase UBR3
12004at7742	Duplicated	XP_043931437.1	2679.0	1435	https://www.orthodb.org/v10?query=12004at7742	E3 ubiquitin-protein ligase UBR3
12004at7742	Duplicated	XP_043931436.1	2676.9	1436	https://www.orthodb.org/v10?query=12004at7742	E3 ubiquitin-protein ligase UBR3
12004at7742	Duplicated	XP_043931434.1	2671.3	1435	https://www.orthodb.org/v10?query=12004at7742	E3 ubiquitin-protein ligase UBR3
12300at7742	Complete	XP_043923496.1	1849.2	1422	https://www.orthodb.org/v10?query=12300at7742	deleted in lung and esophageal cancer protein 1
12491at7742	Complete	XP_043941030.1	2274.8	1250	https://www.orthodb.org/v10?query=12491at7742	Helicase with zinc finger
12613at7742	Duplicated	XP_043927174.1	3050.3	1481	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12613at7742	Duplicated	XP_043927175.1	3050.3	1481	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12613at7742	Duplicated	XP_043927176.1	3047.6	1479	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12613at7742	Duplicated	XP_043927177.1	3044.9	1459	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12613at7742	Duplicated	XP_043927178.1	2950.4	1434	https://www.orthodb.org/v10?query=12613at7742	sodium leak channel non-selective protein
12616at7742	Duplicated	XP_043911765.1	2581.8	1573	https://www.orthodb.org/v10?query=12616at7742	nebulin-related-anchoring protein
12616at7742	Duplicated	XP_043911766.1	2485.7	1545	https://www.orthodb.org/v10?query=12616at7742	nebulin-related-anchoring protein
12616at7742	Duplicated	XP_043911768.1	2397.1	1480	https://www.orthodb.org/v10?query=12616at7742	nebulin-related-anchoring protein
12659at7742	Complete	XP_043911576.1	2850.7	1545	https://www.orthodb.org/v10?query=12659at7742	B-TFIID TATA-box binding protein associated factor 1
13296at7742	Complete	XP_043927951.1	1840.6	1347	https://www.orthodb.org/v10?query=13296at7742	E3 ubiquitin-protein ligase listerin
13480at7742	Complete	XP_043931157.1	1228.1	1141	https://www.orthodb.org/v10?query=13480at7742	Cilia and flagella associated protein 65
13670at7742	Complete	XP_043914056.1	2260.0	1435	https://www.orthodb.org/v10?query=13670at7742	nucleoporin NUP188 homolog
13881at7742	Complete	XP_043918265.1	2426.9	1404	https://www.orthodb.org/v10?query=13881at7742	DNA-directed RNA polymerase I subunit RPA1
13963at7742	Duplicated	XP_043930200.1	1571.8	1155	https://www.orthodb.org/v10?query=13963at7742	Fanconi anemia group M protein
13963at7742	Duplicated	XP_043930199.1	1571.3	1155	https://www.orthodb.org/v10?query=13963at7742	Fanconi anemia group M protein
13987at7742	Complete	XP_043931171.1	1889.2	1157	https://www.orthodb.org/v10?query=13987at7742	Zinc finger protein 142
14102at7742	Complete	XP_043917839.1	2034.3	1626	https://www.orthodb.org/v10?query=14102at7742	Laminin subunit alpha 4
14442at7742	Duplicated	XP_043911935.1	2900.7	1566	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14442at7742	Duplicated	XP_043911933.1	2891.5	1564	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14442at7742	Duplicated	XP_043911932.1	2872.1	1570	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14442at7742	Duplicated	XP_043911934.1	2863.8	1562	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14442at7742	Duplicated	XP_043911931.1	2863.2	1568	https://www.orthodb.org/v10?query=14442at7742	Golgi brefeldin A resistant guanine nucleotide exchange factor 1
14788at7742	Duplicated	XP_043941106.1	1797.2	1370	https://www.orthodb.org/v10?query=14788at7742	ATP-binding cassette sub-family A member 5
14788at7742	Duplicated	XP_043941107.1	1797.2	1370	https://www.orthodb.org/v10?query=14788at7742	ATP-binding cassette sub-family A member 5
15083at7742	Duplicated	XP_043922472.1	1424.8	1178	https://www.orthodb.org/v10?query=15083at7742	Ankyrin repeat domain 12
15083at7742	Duplicated	XP_043922471.1	1401.2	1181	https://www.orthodb.org/v10?query=15083at7742	Ankyrin repeat domain 12
15257at7742	Complete	XP_043931396.1	612.1	1488	https://www.orthodb.org/v10?query=15257at7742	golgin A4 
15408at7742	Complete	XP_043916968.1	2904.2	1612	https://www.orthodb.org/v10?query=15408at7742	proteasome-associated protein ECM29 homolog
15604at7742	Complete	XP_043913192.1	2809.8	1597	https://www.orthodb.org/v10?query=15604at7742	Transcription initiation factor TFIID subunit
15611at7742	Duplicated	XP_043933467.1	1474.6	1864	https://www.orthodb.org/v10?query=15611at7742	tumor suppressor p53-binding protein 1
15611at7742	Duplicated	XP_043933468.1	1474.6	1864	https://www.orthodb.org/v10?query=15611at7742	tumor suppressor p53-binding protein 1
15611at7742	Duplicated	XP_043933470.1	1456.0	1845	https://www.orthodb.org/v10?query=15611at7742	tumor suppressor p53-binding protein 1
15611at7742	Duplicated	XP_043933471.1	1392.1	1833	https://www.orthodb.org/v10?query=15611at7742	tumor suppressor p53-binding protein 1
15711at7742	Complete	XP_043923129.1	1165.4	1396	https://www.orthodb.org/v10?query=15711at7742	uncharacterized protein KIAA2026 homolog
16061at7742	Duplicated	XP_043912031.1	2791.8	1372	https://www.orthodb.org/v10?query=16061at7742	Zinc finger SWIM-type containing 8
16061at7742	Duplicated	XP_043912030.1	2786.4	1372	https://www.orthodb.org/v10?query=16061at7742	Zinc finger SWIM-type containing 8
16061at7742	Duplicated	XP_043912033.1	2784.0	1372	https://www.orthodb.org/v10?query=16061at7742	Zinc finger SWIM-type containing 8
16061at7742	Duplicated	XP_043912032.1	2778.6	1372	https://www.orthodb.org/v10?query=16061at7742	Zinc finger SWIM-type containing 8
16096at7742	Duplicated	XP_043945079.1	846.3	797	https://www.orthodb.org/v10?query=16096at7742	MHC class II transactivator
16096at7742	Duplicated	XP_043945076.1	846.0	797	https://www.orthodb.org/v10?query=16096at7742	MHC class II transactivator
16096at7742	Duplicated	XP_043945077.1	846.0	797	https://www.orthodb.org/v10?query=16096at7742	MHC class II transactivator
16096at7742	Duplicated	XP_043945082.1	814.0	720	https://www.orthodb.org/v10?query=16096at7742	MHC class II transactivator
16096at7742	Duplicated	XP_043945081.1	811.5	763	https://www.orthodb.org/v10?query=16096at7742	MHC class II transactivator
16096at7742	Duplicated	XP_043945078.1	804.7	776	https://www.orthodb.org/v10?query=16096at7742	MHC class II transactivator
16096at7742	Duplicated	XP_043945080.1	771.5	797	https://www.orthodb.org/v10?query=16096at7742	MHC class II transactivator
16236at7742	Complete	XP_043945407.1	1915.9	1383	https://www.orthodb.org/v10?query=16236at7742	general transcription factor 3C polypeptide 1
16347at7742	Complete	XP_043916221.1	1036.4	827	https://www.orthodb.org/v10?query=16347at7742	Minichromosome maintenance complex component 3 associated protein
16405at7742	Complete	XP_043923960.1	2240.9	1173	https://www.orthodb.org/v10?query=16405at7742	Mitogen-activated protein kinase kinase kinase 4
16601at7742	Complete	XP_043917244.1	1560.5	1670	https://www.orthodb.org/v10?query=16601at7742	methylcytosine dioxygenase TET2
16779at7742	Complete	XP_043924742.1	2424.3	1282	https://www.orthodb.org/v10?query=16779at7742	SNF2 histone linker PHD RING helicase
16923at7742	Complete	XP_043944224.1	3080.0	1490	https://www.orthodb.org/v10?query=16923at7742	protein MON2 homolog isoform X1
17577at7742	Complete	XP_043924800.1	2377.0	1285	https://www.orthodb.org/v10?query=17577at7742	DEP domain-containing protein 5
17657at7742	Complete	XP_043913885.1	2125.4	1025	https://www.orthodb.org/v10?query=17657at7742	Dispatched RND transporter family member 1
17720at7742	Duplicated	XP_043937776.1	2658.1	2212	https://www.orthodb.org/v10?query=17720at7742	Ankyrin repeat domain 11
17720at7742	Duplicated	XP_043937777.1	2653.5	2212	https://www.orthodb.org/v10?query=17720at7742	Ankyrin repeat domain 11
17781at7742	Complete	XP_043929562.1	2161.3	1841	https://www.orthodb.org/v10?query=17781at7742	Thyroid hormone receptor interactor 11
17789at7742	Complete	XP_043927834.1	661.2	1361	https://www.orthodb.org/v10?query=17789at7742	Caspase 8 associated protein 2
17848at7742	Duplicated	XP_043919094.1	2228.9	1267	https://www.orthodb.org/v10?query=17848at7742	zinc finger protein castor homolog 1
17848at7742	Duplicated	XP_043919092.1	2205.3	1279	https://www.orthodb.org/v10?query=17848at7742	zinc finger protein castor homolog 1
17848at7742	Duplicated	XP_043919093.1	2146.8	1275	https://www.orthodb.org/v10?query=17848at7742	zinc finger protein castor homolog 1
17900at7742	Complete	XP_043929817.1	2288.7	1284	https://www.orthodb.org/v10?query=17900at7742	rho GTPase-activating protein 5
18037at7742	Complete	XP_043944728.1	1804.6	1155	https://www.orthodb.org/v10?query=18037at7742	gamma-tubulin complex component 6
18541at7742	Complete	XP_043910817.1	2870.0	1532	https://www.orthodb.org/v10?query=18541at7742	transcription elongation factor SPT6
18946at7742	Complete	XP_043930477.1	1127.9	973	https://www.orthodb.org/v10?query=18946at7742	androglobin
19072at7742	Duplicated	XP_043926353.1	1465.6	1216	https://www.orthodb.org/v10?query=19072at7742	SPHK1 interactor, AKAP domain containing
19072at7742	Duplicated	XP_043926352.1	1464.8	1215	https://www.orthodb.org/v10?query=19072at7742	SPHK1 interactor, AKAP domain containing
19072at7742	Duplicated	XP_043926354.1	1423.2	1257	https://www.orthodb.org/v10?query=19072at7742	SPHK1 interactor, AKAP domain containing
19085at7742	Complete	XP_043923038.1	2173.9	1510	https://www.orthodb.org/v10?query=19085at7742	zinc finger protein 236
19307at7742	Complete	XP_043929516.1	1494.8	1104	https://www.orthodb.org/v10?query=19307at7742	Leucine rich repeat containing 9
19351at7742	Complete	XP_043922209.1	1011.1	1307	https://www.orthodb.org/v10?query=19351at7742	xin actin-binding repeat-containing protein 1
19367at7742	Complete	XP_043914157.1	1092.8	1260	https://www.orthodb.org/v10?query=19367at7742	A disintegrin and metalloproteinase with thrombospondin motifs 13
19730at7742	Complete	XP_043923926.1	2095.3	1013	https://www.orthodb.org/v10?query=19730at7742	Mediator complex subunit 23
20246at7742	Complete	XP_043927420.1	1708.7	1519	https://www.orthodb.org/v10?query=20246at7742	sperm-associated antigen 17
20356at7742	Duplicated	XP_043922670.1	2235.9	1151	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20356at7742	Duplicated	XP_043922671.1	2235.9	1151	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20356at7742	Duplicated	XP_043922672.1	2235.9	1151	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20356at7742	Duplicated	XP_043922673.1	2235.9	1151	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20356at7742	Duplicated	XP_043922674.1	2235.9	1151	https://www.orthodb.org/v10?query=20356at7742	phosphoinositide 3-kinase regulatory subunit 4
20518at7742	Duplicated	XP_043929809.1	2364.3	1156	https://www.orthodb.org/v10?query=20518at7742	intron-binding protein aquarius
20518at7742	Duplicated	XP_043929806.1	2334.1	1160	https://www.orthodb.org/v10?query=20518at7742	intron-binding protein aquarius
20518at7742	Duplicated	XP_043929807.1	2334.1	1160	https://www.orthodb.org/v10?query=20518at7742	intron-binding protein aquarius
20951at7742	Duplicated	XP_043922481.1	2107.1	1490	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
20951at7742	Duplicated	XP_043922482.1	2103.2	1471	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
20951at7742	Duplicated	XP_043922480.1	2101.6	1490	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
20951at7742	Duplicated	XP_043922483.1	2095.9	1490	https://www.orthodb.org/v10?query=20951at7742	Vir like m6A methyltransferase associated
21252at7742	Complete	XP_043942750.1	1418.4	742	https://www.orthodb.org/v10?query=21252at7742	probable ATP-dependent DNA helicase HFM1
21281at7742	Complete	XP_043921778.1	2043.4	1178	https://www.orthodb.org/v10?query=21281at7742	trafficking protein particle complex 8 
21546at7742	Complete	XP_043916316.1	2106.5	1523	https://www.orthodb.org/v10?query=21546at7742	focadhesin
21841at7742	Duplicated	XP_043946386.1	1107.1	1159	https://www.orthodb.org/v10?query=21841at7742	collagen alpha-1(XX) chain
21841at7742	Duplicated	XP_043946387.1	1107.1	1159	https://www.orthodb.org/v10?query=21841at7742	collagen alpha-1(XX) chain
21841at7742	Duplicated	XP_043946388.1	1106.8	1159	https://www.orthodb.org/v10?query=21841at7742	collagen alpha-1(XX) chain
21841at7742	Duplicated	XP_043946389.1	1106.5	1159	https://www.orthodb.org/v10?query=21841at7742	collagen alpha-1(XX) chain
21970at7742	Complete	XP_043918452.1	2235.3	1120	https://www.orthodb.org/v10?query=21970at7742	WD repeat domain 17
22108at7742	Duplicated	XP_043925480.1	1722.2	1155	https://www.orthodb.org/v10?query=22108at7742	Gem nuclear organelle associated protein 5
22108at7742	Duplicated	XP_043925479.1	1721.8	1156	https://www.orthodb.org/v10?query=22108at7742	Gem nuclear organelle associated protein 5
22108at7742	Duplicated	XP_043925481.1	1491.9	1012	https://www.orthodb.org/v10?query=22108at7742	Gem nuclear organelle associated protein 5
22187at7742	Duplicated	XP_043920835.1	1397.0	1549	https://www.orthodb.org/v10?query=22187at7742	Human immunodeficiency virus type I enhancer binding protein 1
22187at7742	Duplicated	XP_043920836.1	1397.0	1549	https://www.orthodb.org/v10?query=22187at7742	Human immunodeficiency virus type I enhancer binding protein 1
22275at7742	Complete	XP_043927937.1	765.2	724	https://www.orthodb.org/v10?query=22275at7742	PCF11 cleavage and polyadenylation factor subunit
22496at7742	Duplicated	XP_043944640.1	1523.2	1073	https://www.orthodb.org/v10?query=22496at7742	Hepatocyte growth factor receptor
22496at7742	Duplicated	XP_043944641.1	1522.9	1073	https://www.orthodb.org/v10?query=22496at7742	Hepatocyte growth factor receptor
22554at7742	Duplicated	XP_043941970.1	1072.5	653	https://www.orthodb.org/v10?query=22554at7742	Synapse defective Rho GTPase homolog 2
